location,size,rooms,land_area,description,seller,price
Schipkau (Schipkau),99 m²,4 Zi.,900 m² Grundstück,"01993 Schipkau - Bungalow, EFH mit Satteldach, Stadtvilla - Hier ist jeder Haustyp von Town &amp; Country Haus möglich",Bau-Service-Center Dresden / Town&amp;Country Franchisepartner Hans-Jürgen Czwink,230.550 €
Schipkau (Schipkau),99 m²,4 Zi.,450 m² Grundstück,"01993 Schipkau - Bungalow, EFH mit Satteldach, Stadtvilla - Hier ist jeder Haustyp von Town &amp; Country Haus möglich",Bau-Service-Center Dresden / Town&amp;Country Franchisepartner Hans-Jürgen Czwink,230.550 €
Hirschstein (Bahra),99 m²,4 Zi.,572 m² Grundstück,01594 Hirschstein - Sonniges Grundstück in ruhiger kleiner Siedlung freut sich auf Ihr Town &amp; Country Haus und das Lachen Ihrer Kinder,Bau-Service-Center Dresden / Town&amp;Country Franchisepartner Hans-Jürgen Czwink,228.560 €
Freiberg (Freiberg),109 m²,4 Zi.,1400 m² Grundstück,"***Für alle die es großzügig lieben, verstecktes und ruhiges Grundstück in zweiter Reihe von Freiberg***",Bau-Service-Center Dresden / Town&amp;Country Franchisepartner Hans-Jürgen Czwink,235.390 €
Hirschstein (Bahra),90 m²,3 Zi.,572 m² Grundstück,"+++Das ausbaufähige und flexible Massivhaus - schon für ein Budget von 300.000 € inkl. Grundstück, Kauf- und Baunebenkosten in die eigenen 4 Wände+++",Bau-Service-Center Dresden / Town&amp;Country Franchisepartner Hans-Jürgen Czwink,185.210 €
Halle (Büschdorf),124 m²,4 Zi.,1200 m² Grundstück,Toller Bungalow - heute kaufen und in 5 Jahren einziehen,Immosuch GmbH,520.000 €
Neschwitz (Neschwitz),90 m²,3 Zi.,700 m² Grundstück,"+++Das ausbaufähige und flexible Massivhaus - schon für ein Budget von 300.000 € inkl. Grundstück, Kauf- und Baunebenkosten in die eigenen 4 Wände+++",Bau-Service-Center Dresden / Town&amp;Country Franchisepartner Hans-Jürgen Czwink,185.210 €
Admannshagen-Bargeshagen (Bargeshagen),115 m²,4 Zi.,476 m² Grundstück,Einfamilienhaus in ruhiger Lage bei Rostock,Schnabel &amp; Metzner Immobilien oHG,370.000 €
Radeberg (Großerkmannsdorf),193 m²,6 Zi.,1200 m² Grundstück,Doppelhaushälfte in ländlicher Lage am Rand von Dresden,Debeka Bausparkasse AG,385.000 €
Schipkau (Schipkau),90 m²,3 Zi.,450 m² Grundstück,"+++Das ausbaufähige und flexible Massivhaus - schon für ein Budget von 300.000 € inkl. Grundstück, Kauf- und Baunebenkosten in die eigenen 4 Wände+++",Bau-Service-Center Dresden / Town&amp;Country Franchisepartner Hans-Jürgen Czwink,187.050 €
Kemberg (Ateritz),1490 m²,7 Zi.,14856 m² Grundstück,Alter Gasthof in Fachwerkbauweise mit viel Grünfläche,Postbank Immobilien Leipzig,130.000 €
Delitzsch (Beerendorf),229 m²,12 Zi.,707 m² Grundstück,Teilsaniertes Wohnhaus für die große Familie oder Wohnen &amp; Gewerbe,Postbank Immobilien Leipzig,269.000 €
Leipzig (Mockau-Süd),75 m²,3 Zi.,225 m² Grundstück,Charmantes Reihenmittelhaus mit Garten und Terrasse,Postbank Immobilien Leipzig,169.000 €
Binz (Binz),108 m²,5 Zi.,262 m² Grundstück,Doppelhaushälfte im Ostseebad Binz...,dk Immobilien,259.000 €
"Am Dachsberg 27, Premnitz (Premnitz)",146 m²,5 Zi.,430 m² Grundstück,Reihenmittelhaus-Eine Perle im Havelland,Märkisches Immobilienkontor,349.000 €
"Hauptstraße 22a, Laußig (Laußig)",120 m²,5 Zi.,661 m² Grundstück,"Schönes Einfamilienhaus mit ausgebautem Keller, Garage und Carport zu verkaufen!",A. REICHENBACH IMMOBILIEN &amp; FINANZIERUNG,240.000 €
Irxleben (Irxleben),272 m²,10 Zi.,650 m² Grundstück,Richtig investieren in Qualität und Lage,RE/MAX Immobiliencenter Magdeburg,650.000 €
"Alte Frankfurter Straße 29, Briesen (Mark) (Wilmersdorf)",190 m²,8 Zi.,750 m² Grundstück,Wohnhaus mit Potential in ländlicher Idylle,Liegenschafts-Service Bahro GmbH &amp; Co. KG,164.900 €
Zempin,275 m²,5 Zi.,602 m² Grundstück,"Modernes, großzüg. Wohnen mit Wasserblick. Sauna, Wellness, Fitness, Gästeapartment.",VON POLL IMMOBILIEN Usedom - Jörg Stempner,1.150.000 €
Biederitz (Biederitz),110 m²,5 Zi.,784 m² Grundstück,Energieeffizienter Neubau - modernes Einfamilienhaus für Groß &amp; Klein!,RE/MAX Immobiliencenter Magdeburg,372.000 €
Zeitz (Zeitz),528 m²,,796 m² Grundstück,Mehrfamilienhaus mit 10 WE in guter Lage von Zeitz,POLTSCH-IMMOBILIEN,363.000 €
Crimmitschau (Crimmitschau),180 m²,7 Zi.,240 m² Grundstück,Geräumiges Sanierungs-EFH in Crimmitschau,POLTSCH-IMMOBILIEN,65.000 €
Wetterzeube OT Breitenbach (Breitenbach),87 m²,3 Zi.,393 m² Grundstück,"Ländlich gelegenes Sanierungs-EFH, ca. 10 Minuten bis Zeitz",POLTSCH-IMMOBILIEN,39.000 €
Petershagen/Eggersdorf (Süd),130 m²,4 Zi.,757 m² Grundstück,Schöner Neubau mit großem Grundstück,PlanetHome Group GmbH,495.000 €
"Am Stoppelfeld 18, Ahrensfelde (Ahrensfelde)",157.63 m²,4 Zi.,193 m² Grundstück,"Reihenhaus mit Terrasse, Dachterrasse und Garage",Bonava Deutschland GmbH,549.900 €
Großenhain (Folbern),84.92 m²,5 Zi.,1300 m² Grundstück,Eine solide Bestandsimmobilie in ruhigem Wohnumfeld,Sparkasse Meißen,230.000 €
"Querstrasse 2, Bad Düben (Bad Düben)",164 m²,4 Zi.,560 m² Grundstück,Bad Düben OT Kossa - ein freistehendes EFH,PM-Immobilien,285.000 €
Halenbeck-Rohlsdorf (Warnsdorf),142 m²,4 Zi.,1998 m² Grundstück,Wittstock - Warnsdorf | Gepflegte Doppelhaushälfte mit viel Land und eigener Hunde-Zuchtstation,Doerfert Immobilien GmbH,240.000 €
Sohland / Spree (Sohland),200 m²,6 Zi.,4200 m² Grundstück,Mehrfamilienhaus-Bauernhaus mit großem Grundstück (Mehrgenerationen oder Selbstversorger),IAD Immobilien Agentur Deutschland GmbH,192.300 €
Schwielowsee (Ferch),90 m²,4 Zi.,265 m² Grundstück,Gemütliches Häuschen mit Garten,Immo360°,369.000 €
Wörmlitz (Wörmlitz),95.19 m²,5 Zi.,1271 m² Grundstück,Gemütlich wohnen im Jerichower Land,Sorglosmakler GmbH,149.000 €
"Eichenweg 11, Eckartsberga (Eckartsberga)",160 m²,4 Zi.,695 m² Grundstück,In Eckartsberga - ein freistehendes EFH,PM-Immobilien,445.000 €
Dresden (Hosterwitz/Pillnitz),176 m²,5 Zi.,970 m² Grundstück,Teilsanierte Doppelhaushälfte in Dresden-Pillnitz,PlanetHome Group GmbH,230.000 €
Flöha (Falkenau),112 m²,5 Zi.,540 m² Grundstück,Gepflegtes Einfamilienhaus,IMMOBILIEN- Ina Uhlig,auf Anfrage
Brieskow-Finkenheerd,140 m²,5 Zi.,1988 m² Grundstück,- WOW - Großes Haus und Großes Grundstück in Brieskow-Finkenheerd !,WIESNER IMMOBILIEN,330.000 €
Großharthau-Bühlau (Großharthau-Bühlau),105 m²,4 Zi.,673 m² Grundstück,Einfamilienhaus in ländlicher Idylle,Postbank Immobilien GmbH,125.000 €
Wermsdorf (Wermsdorf),145 m²,6 Zi.,970 m² Grundstück,RESERVIERT - Familienfreundliches Wohnen im Herzen von Wermsdorf,MUNDUS Immobilien GmbH,230.000 €
Amtsberg (Weißbach),125 m²,5 Zi.,730 m² Grundstück,ACHTUNG! NEUE BAUGRUNDSTÜCKE IN HERRLICHER LAGE FÜR IHR TRAUMZUHAUSE + 18 MONATE PREISSICHERHEIT + SONDERDARLEHEN! SOFORT ANRUFEN: 01714863595,Living Haus,329.900 €
Wendisch Rietz (Wendisch Rietz),162 m²,6 Zi.,4200 m² Grundstück,Einzigartiges Jagdhaus! Wohlfühloase 5 Minuten vom Scharmützelsee auf 4200 m² GrdSt. Hammerpreis !,ImmerGrünFinanz und Immobilienvestment GmbH,449.000 €
Großharthau (Großharthau),180 m²,8 Zi.,1050 m² Grundstück,++ESDI++Endlich das richtige Angebot! Doppelhaushälfte mit 1.050 m2 Grundstück!,esdi Immobilien Dresden,275.000 €
Merseburg OT Blösien (Blösien),158 m²,6 Zi.,1538 m² Grundstück,"3-Seiten-Hof mit viel Potenzial, um eigene Ideen zu verwirklichen nahe Geiseltalsee",PlanetHome Group GmbH,139.000 €
Höhenland (Steinbeck),180 m²,6 Zi.,1689 m² Grundstück,Kleines saniertes Gutshaus mit viel Potential!,Sanssouci Immobilien Steinmann &amp; Gröschel GbR,419.000 €
Neuhausen/Spree (Gablenz),1 m²,6 Zi.,23693 m² Grundstück,"Gaststätte mit Saal, Hofladen, Scheune und großem Grundstück zu verkaufen",BAUTEC Beteiligungsges. mbH &amp; Co. Vermiet- und Service KG,195.000 €
Staßfurt (Staßfurt),120 m²,5 Zi.,602 m² Grundstück,EFH in Staßfurt zu verkaufen!,thomas apel immobilien,130.000 €
Wotenick (Wotenick),221.93 m²,8 Zi.,1005 m² Grundstück,WOHNEN XL - FÜR DIE GANZE FAMILIE Jubiläumshaus Ottos Beste 4,OKAL Haus GmbH - Team Nord,524.900 €
Wotenick (Wotenick),154.9 m²,5 Zi.,1005 m² Grundstück,MODERNES HAUSKONZEPT MIT WOHLFÜHLKLIMA Jubiläumshaus Ottos Beste 3,OKAL Haus GmbH - Team Nord,380.900 €
Wotenick (Wotenick),183.55 m²,5 Zi.,1005 m² Grundstück,DAS DESIGNHAUS MIT RÜCK- UND VORSPRUNG + NEUE Aktion OKAL Winterspecial 23,OKAL Haus GmbH - Team Nord,464.900 €
Schwerin (Warnitz),154.89 m²,6 Zi.,552 m² Grundstück,MODERNES WOHNEN UNTERM WALMDACH Jubiläumshaus Ottos Beste 2,OKAL Haus GmbH - Team Nord,476.850 €
Schwerin (Warnitz),154.9 m²,5 Zi.,552 m² Grundstück,MODERNES HAUSKONZEPT MIT WOHLFÜHLKLIMA Jubiläumshaus Ottos Beste 3,OKAL Haus GmbH - Team Nord,462.850 €
Holthusen (Holthusen),154.89 m²,6 Zi.,630 m² Grundstück,MODERNES WOHNEN UNTER ELEGANTEM WALMDACH Jubiläumshaus Ottos Beste 2,OKAL Haus GmbH - Team Nord,402.580 €
Schwerin (Warnitz),106.69 m²,4 Zi.,552 m² Grundstück,KOMPAKTES HAUS - DURCHDACHT BIS IN DEN LETZTEN WINKEL + NEUE Aktion OKAL Winterspecial 23,OKAL Haus GmbH - Team Nord,396.850 €
Schwerin (Warnitz),106.93 m²,3 Zi.,552 m² Grundstück,PRAKTISCHER FAMILIENTRAUM + NEUE Aktion OKAL Winterspecial 23,OKAL Haus GmbH - Team Nord,431.850 €
Roggentin (Roggentin),187.15 m²,5 Zi.,600 m² Grundstück,DURCHDACHTE ARCHITEKTUR - LUXURIÖSE AUSSTATTUNG + NEUE Aktion OKAL Winterspecial,OKAL Haus GmbH - Team Nord,570.900 €
Groß Stieten (Groß Stieten),135.31 m²,4 Zi.,772 m² Grundstück,EINFAMILIENHAUS MIT OFFENER ARCHITEKTUR Jubiläumshaus Otto's Beste 1,OKAL Haus GmbH - Team Nord,378.588 €
Groß Stieten (Groß Stieten),206.64 m²,4 Zi.,775 m² Grundstück,EIN BAUHAUS MIT VIELEN WOHNLICHEN PLUSPUNKTEN + NEUE Aktion OKAL Winterspecial 23,OKAL Haus GmbH - Team Nord,646.588 €
Bad Doberan (Bad Doberan),118.24 m²,3 Zi.,580 m² Grundstück,KLASSISCH - PRAKTISCH - BUNGALOW + NEUE Aktion OKAL Winterspecial 22,OKAL Haus GmbH - Team Nord,498.460 €
Staßfurt (Förderstedt),150 m²,8 Zi.,412 m² Grundstück,EFH in Staßfurt OT Förderstedt zu verkaufen!,thomas apel immobilien,170.000 €
Radeberg (Radeberg),86 m²,4 Zi.,740 m² Grundstück,Bungalow in Radeberg mit viel Nebengelass,Immobilien Service Radeberg GmbH,239.000 €
Rüdersdorf (Rüdersdorf),120 m²,4 Zi.,2630 m² Grundstück,Unterkellerte Doppelhaushälfte mit Wasserzugang,Immobilienservice Budig,495.000 €
Neuenhagen,97.4 m²,4 Zi.,1004 m² Grundstück,Unterkellertes Einfamilienhaus mit Baulandreserve,Immobilienservice Budig,495.000 €
Neuenhagen,101 m²,3.5 Zi.,716 m² Grundstück,Wohnen auf einer Ebene - unterkellertes Einfamilienhaus,Immobilienservice Budig,385.000 €
Neuenhagen,108 m²,5 Zi.,1177 m² Grundstück,Grundsolides EFH als nachhaltige Kapitalanlage,Immobilienservice Budig,420.000 €
Neuenhagen,155 m²,6 Zi.,745 m² Grundstück,Verklinkertes Einfamilienhaus mit Einliegerwohnung und Keller,Immobilienservice Budig,725.000 €
Falkensee,70 m²,3 Zi.,804 m² Grundstück,Sanierungsbedürftige Doppelhaushälfte auf großem Grundstück,EMA IMMOBILIEN GmbH,320.000 €
Leipzig (Liebertwolkwitz),173.12 m²,5 Zi.,670 m² Grundstück,Wohnen in Leipzig,Allkauf Haus GmbH,495.000 €
Blievenstorf,190 m²,5 Zi.,6803 m² Grundstück,"Altersgerechtes Landhaus mit 2x WE, XXL-Scheune + 2x Garagen",IMMO-KONZEPTE -Immobilien GmbH,199.999 €
Zehdenick (Zehdenick),136 m²,6 Zi.,466 m² Grundstück,Moderne Doppelhaushälfte mit 6 Zimmer nahe Havel,Arges Immobilien,359.000 €
Sülzetal / Langenweddingen (Langenweddingen),91 m²,4 Zi.,1241 m² Grundstück,Einfamilienhaus auf großem traumhaftem Grundstück,SweetHome GmbH,149.000 €
Schorssow (Glasow),180 m²,8 Zi.,1582 m² Grundstück,Backstein-Gutshaus in der Mecklenburgischen Schweiz - nur 3 km bis zum Malchiner See - ruhige Lage -,Immobilienservice Claudia Palm,200.000 €
Schorssow (Glasow),180 m²,8 Zi.,1582 m² Grundstück,Backstein-Gutshaus in der Mecklenburgischen Schweiz - nur 3 km bis zum Malchiner See - ruhige Lage -,Immobilienservice Claudia Palm,200.000 €
Trebbin (Schönhagen),193 m²,6 Zi.,1100 m² Grundstück,Schöner Leben im Nuthe-Nieplitz-Dreieck ++ Freistehendes Einfamilienhaus in Schönhagen,Homeday GmbH,520.000 €
Luckenwalde (Luckenwalde),556.01 m²,15 Zi.,974 m² Grundstück,Beste Lage - Haus mit Zahnarztpraxis !! - Lukrativ,KENSINGTON Finest Properties Internation - Berlin Südwest,1.190.000 €
Thale / Warnstedt (Warnstedt),138 m²,4 Zi.,120 m² Grundstück,Lassen Sie Ihr Kapital optimal arbeiten! 7% Rendite sicher!,RE/MAX Immobiliencenter Magdeburg,197.000 €
Meißen (Meißen),90 m²,3 Zi.,1352 m² Grundstück,Wohnidylle in traumhafter Lage,Sparkasse Meißen,216.000 €
Schönborn (Schönborn),85 m²,3 Zi.,1422 m² Grundstück,schnell einziehen und Miete sparen,Sparkasse Elbe-Elster in Vertretung der LBS Immobilien GmbH,130.000 €
Weitenhagen (Helmshagen I),110.12 m²,4 Zi.,875 m² Grundstück,Reetgedeckte Doppelhaushälfte mit Garage und Nebengelass bei Greifswald,FEHLHABER Immobilien,293.000 €
Hirschstein (Bahra),125 m²,8 Zi.,670 m² Grundstück,Kleiner Hof in ländlicher Idylle,Postbank Immobilien GmbH,70.000 €
Bad Düben (Tiefensee),154 m²,4 Zi.,2355 m² Grundstück,Altes Bauernhaus mit viel Platz und Potenzial sucht Handwerker,Debeka Bausparkasse AG,129.000 €
Meißen (Meißen),148 m²,6 Zi.,750 m² Grundstück,Einfamilienhaus mit Sanierungsbedarf,Kuhn-Immobilien,227.000 €
Tröbitz,147 m²,4 Zi.,2057 m² Grundstück,Einziehen und Blick auf den See genießen,Sparkasse Elbe-Elster in Vertretung der LBS Immobilien GmbH,150.000 €
Brottewitz (Brottewitz),240 m²,6 Zi.,946 m² Grundstück,Dreiseitenhof mit viel Wohnfläche!,Sparkasse Elbe-Elster in Vertretung der LBS Immobilien GmbH,99.000 €
Mühlberg (Mühlberg),110 m²,5 Zi.,220 m² Grundstück,Stadthaus mit bester Lage am historischen Markt!,Sparkasse Elbe-Elster in Vertretung der LBS Immobilien GmbH,155.000 €
Heideland (Drößig),144.4 m²,11 Zi.,2497 m² Grundstück,Einfamilienhaus bei Finsterwalde,"iWW Immobilien Wolfgang Wunderlich, Inhaber: Andreas Kaune",230.000 €
Wustrow,71.5 m²,4 Zi.,520 m² Grundstück,"""Strandhus unter Reet"" hinter den Dünen Wustrows","SCHUMACHER-IMMOBILIEN, Inh. Tony Schumacher",385.000 €
Bad Liebenwerda (Bad Liebenwerda),116 m²,5 Zi.,767 m² Grundstück,solides Eigenheim in der Kurstadt,Sparkasse Elbe-Elster in Vertretung der LBS Immobilien GmbH,140.000 €
Mühlberg (Mühlberg),110 m²,4 Zi.,122 m² Grundstück,Wohnen im historischen Ortskern!,Sparkasse Elbe-Elster in Vertretung der LBS Immobilien GmbH,78.000 €
Wandlitz (Basdorf),105 m²,4 Zi.,1055 m² Grundstück,Architekten-Haus im Topzustand mit Wohlfühlcharakter !,Sparkasse Barnim Immobilien-Service in Vertretung der LBS Immobilien GmbH,466.000 €
Serno / Grochewitz (Serno),100 m²,2 Zi.,1895 m² Grundstück,EINFAMILIENHAUS MIT GROßEM  GRUNDSTÜCK! Mit Nebengebäude in Naturlage,SOMMER IMMOBILIEN,230.000 €
Michendorf (Wildenbruch),175.81 m²,4 Zi.,966 m² Grundstück,Hochwertig ausgestattetes Einfamilienhaus am Golfplatz,KENSINGTON Finest Properties - Potsdam,990.000 €
Rötha (Rötha),129 m²,4 Zi.,135 m² Grundstück,Hier kann etwas Wunderbares entstehen,LBS Ost AG Immobilienpartner der Sparkasse Leipzig in Vertretung von LBS IMMOBILIEN,85.000 €
Malchin (Salem),310 m²,10 Zi.,17469 m² Grundstück,In der Natur wohnen - wo andere Urlaub machen!,Sparkasse Neubrandenburg-Demmin,690.000 €
Lauchhammer (Lauchhammer),140 m²,8 Zi.,1078 m² Grundstück,***RESERVIERT*** großes Einfamilienhaus sucht glückliche Familie...,VON POLL IMMOBILIEN Senftenberg - René Swat,179.000 €
Bad Schmiedeberg (Großwig),140 m²,6 Zi.,416 m² Grundstück,Wohnhaus im Ortsteil der Kurstadt Bad Schmiedeberg,"Roland Heese, Selbständiger Handelsvertreter der Sparkasse Wittenberg für die Immobilienvermittlung",69.500 €
Hochkirch (Hochkirch),154 m²,5 Zi.,515 m² Grundstück,Großes Wohnhaus mitten im Ort,Selbständige Handelsvertretungen von LBS Immobilien im Hause der Kreissparkasse Bautzen,121.000 €
Parchim (Neuhof),351 m²,12 Zi.,125267 m² Grundstück,"Für Pferdefreunde: Hof mit ZFH, Stallungen und Scheune in Alleinlage",LLUV &amp; fabec Ltd.,695.000 €
Großwoltersdorf (Großwoltersdorf),110 m²,4 Zi.,1522 m² Grundstück,Charmanter Dreiseitenhof mit Potential für Mehrgenerationen,VON POLL IMMOBILIEN Shop Hohen Neuendorf - Holger Brandt,349.000 €
Wolgast Usedom (Hohendorf),140 m²,7 Zi.,491 m² Grundstück,"Zinnowitz Insel Usedom Doppelhaus zu verkaufen zu Fuss, 10 min. zum Stran",Hermann Hark Immobilien &amp; Partner,489.000 €
Borsdorf (Borsdorf),139 m²,8 Zi.,860 m² Grundstück,+++EFH in zentraler Lage+++ Garage und Entwurfsplanung vorhanden,Willuhn Immobilien e.K. Inh. Sabine Willuhn,275.000 €
Schönebeck (Elbe) (Schönebeck),100 m²,4 Zi.,254 m² Grundstück,Zweifamilienhaus mit 4 Zimmern auch als Einfamilienhaus nutzbar in Schönebeck,Homeday GmbH,99.000 €
"Am Stoppelfeld 19, Ahrensfelde (Ahrensfelde)",157.63 m²,4 Zi.,193 m² Grundstück,Reihenhaus mit Garage in Ahrensfelde,Bonava Deutschland GmbH,549.900 €
Pampow (Pampow),102.28 m²,4 Zi.,495 m² Grundstück,Attraktives Einfamilienhaus in ruhiger Lage im Speckgürtel von Schwerin,PlanetHome Group GmbH,299.000 €
Altlandsberg (Bruchmühle),125.18 m²,4 Zi.,1817 m² Grundstück,"EFH mit gigantischem Grundstück - 1.817 m² | Mehrgenerationenwohnen, Anlage, Eigennutz | Bruchmühle",PlanetHome Group GmbH,999.000 €
Limbach-Oberfrohna (Limbach-Oberfrohna),297 m²,9 Zi.,1200 m² Grundstück,Doppelhaus mit 297qm Wohnfläche in Limbach-Oberfrohna,Rene Jehmlich Immobilien,650.000 €
Limbach-Oberfrohna (Limbach-Oberfrohna),297 m²,9 Zi.,1200 m² Grundstück,Doppelhaus mit 297qm Wohnfläche in Limbach-Oberfrohna,Rene Jehmlich Immobilien,650.000 €
Strausberg (Strausberg),96 m²,3 Zi.,499 m² Grundstück,"Für Käufer mit Weitblick, heute kaufen später nutzen","LBS Ost AG Immobilienpartner der Sparkasse Märkisch-Oderland, i.V. der LBS Immobilien GmbH",360.000 €
Hoym (Hoym),60 m²,3 Zi.,60 m² Grundstück,"Kleines Reihenhaus mitten in Hoym, wartet auf Sie!",LYOND Immobilien Sachsen-Anhalt West,29.000 €
Bernsdorf (Bernsdorf),120 m²,6 Zi.,949 m² Grundstück,Klein Fein Gemütlich,CENTURY 21 MBM IMMOBILIEN Sven Mager,119.000 €
"Siedlersteig 7, Ahrensfelde (Löhme)",106.29 m²,4 Zi.,274 m² Grundstück,Modernes Doppelhaus mit drei Schlafzimmern in Ahrensfelde,Bonava Deutschland GmbH,479.900 €
"Siedlersteig 21, Ahrensfelde (Ahrensfelde)",106.29 m²,4 Zi.,274 m² Grundstück,Doppelhaushälfte mit Terrasse und Garten in Ahrensfelde,Bonava Deutschland GmbH,479.900 €
Pinnow (Godern),174 m²,4 Zi.,670 m² Grundstück,Ferien- oder Wohnhaus mit Einliegerwohnung in Seenähe,Postbank Immobilien GmbH - FG Rostock,398.000 €
Dierhagen / Dierhagen Dorf (Dierhagen Dorf),88 m²,3 Zi.,566 m² Grundstück,PROVISONSFREI - Gemütlicher Rückzugsort in Dierhagen,VON POLL IMMOBILIEN Fischland Darß-Zingst - Martin Briesemeister,439.000 €
Naumburg (Eulau),215 m²,8 Zi.,1274 m² Grundstück,Einfamilienhaus mit Ferienwohnungen im Nebengebäude,BKM ImmobilienService GmbH,499.000 €
Loitz (Loitz),115 m²,5 Zi.,482 m² Grundstück,"ObjNr:19018 - Geräumiges Einfamilienhaus mit Garten, Terrasse und Hof",Hahn-Immobilien Inh. Ursula Tups e.K.,189.000 €
Trebbin (Trebbin),156 m²,4 Zi.,750 m² Grundstück,*VERKAUFT*Geräumiges Haus mit schönem Hof und Swimmingpool,Immobilien GmbH,389.000 €
"Eichhörnchenweg 21, Magdeburg (Berliner Chaussee)",133.31 m²,5 Zi.,410.04 m² Grundstück,Haus in Magdeburg,Böttge &amp; Born Immobilien GmbH &amp; Co. KG,499.000 €
Dahme/Mark (Dahme),160 m²,6 Zi.,747 m² Grundstück,Großes Haus mit großem Grundstück und noch größerem Potential! Grundstück teilbar! KNALLERPREIS!,ImmerGrünFinanz und Immobilienvestment GmbH,99.000 €
"Altstadt 25, Seehausen (Seehausen)",178 m²,7 Zi.,1275 m² Grundstück,+Zweifamilienhaus oder großes Einfamilienhaus in attraktiver und ruhiger Wohnlage in 39615 Seehausen (A.) zu verkaufen+,Holger Friedrich Immobilienmakler,189.000 €
Zerbst/Anhalt (Jütrichau),,,510 m² Grundstück,"Neues Wohngebiet: 4 km bis in die Stadt Zerbst, 5 Minuten zu Ihrer Arbeitsstelle.",townhouse-consulting ug,auf Anfrage
Staßfurt (Staßfurt),120 m²,,430 m² Grundstück,Frei nach Ihren Wünschen geplantes massives Einfamilienhaus in der Stadt Staßfurt,townhouse-consulting ug,auf Anfrage
Biederitz (Biederitz),130 m²,,1100 m² Grundstück,"Architektenhäuser, geplant in Biederitz:",townhouse-consulting ug,auf Anfrage
Kritzmow (Groß Schwaß),150 m²,4 Zi.,780 m² Grundstück,Ausstattung überdurchschnittlich - Preis erschwinglich!,OstseeSparkasse Rostock,619.000 €
Kabelsketal (Schwoitsch),100 m²,4 Zi.,588 m² Grundstück,-//- RESERVIERT -//- freistehendes EFH am Dieskauer Park,Seym Immobilien,auf Anfrage
Bad Lausick (Bad Lausick),300 m²,15 Zi.,700 m² Grundstück,ObjNr:18885 - Bekannte Gaststätte mit viel Wohnraum möchte bewirtschaftet werden,Hahn-Immobilien Inh. Ursula Tups e.K.,419.500 €
Colditz (Hausdorf),80 m²,4 Zi.,560 m² Grundstück,ObjNr:18826 - Kleines hübsches Anwesen (Fachwerk) bei Colditz,Hahn-Immobilien Inh. Ursula Tups e.K.,95.000 €
Geithain (Geithain),183 m²,8 Zi.,620 m² Grundstück,ObjNr:18811 - Renditeobjekt in Geithain sucht neuen Eigentümer,Hahn-Immobilien Inh. Ursula Tups e.K.,270.000 €
