location,size,rooms,land_area,description,seller,price
Dermbach (Stadtlengsfeld),143 m²,6 Zi.,117 m² Grundstück,Sanierungsbedürftiges EFH in Stadtlengsfeld in der Zwangsversteigerung zu erwerben *PROVISIONSFREI*,GHG Gesellschaft für Haus- und Grundbesitzvermittlung mbH,11.500 €
Schleusingen (Schleusingen),170 m²,8 Zi.,2684 m² Grundstück,Familienfreundliches Zweifamilienhaus mit großem Grundstück zwischen Suhl &amp; Coburg,Jörg Scholze IMMOBILIEN GmbH,339.000 €
Döbeln (Mochau),152 m²,,3241 m² Grundstück,Stopp: Idyllisch Wohnen in Döbeln-Mochau (mit baulichem Erweiterungspotential)! ,SD Immobilien- und Hausverwaltungsdienst,210.000 €
Neschwitz (Neudorf),195 m²,8 Zi.,1650 m² Grundstück,sichern Sie Ihre Altersversorgung,VON POLL IMMOBILIEN Bautzen - BLS Immobilien GmbH,465.000 €
Oelsnitz (Oelsnitz),154 m²,4 Zi.,240 m² Grundstück,Reihenhaus in Oelsnitz,Postbank Immobilien GmbH,88.000 €
Langenweißbach (Weißbach),152 m²,9 Zi.,19491 m² Grundstück,"19.491m² Grundstücksfläche! 3-Seiten-Hof, Wiese und Wald in Weißbach",BOST-Immobilien Flöha,199.000 €
Bremen (Sebaldsbrück),181.6 m²,7 Zi.,725 m² Grundstück,Bremen-Wilhelm-Busch-Viertel. Großes Haus mit Potenzial. Vielfältige Nutzungsmöglichkeiten - frei.,Sparkasse Immobilien Bremen GmbH,460.000 €
Hamburg (Sasel),223 m²,6 Zi.,1443 m² Grundstück,Wir haben Ihren Haustürschlüssel gefunden.,Karla Fricke Immobilien KG (GmbH &amp; Co.),1.315.000 €
Ohorn,136 m²,5 Zi.,512 m² Grundstück,Ankommen - Wohlfühlen - Zuhause sein,Tina Hollbauer l Handelsvertretung für die Bien-Zenker GmbH,464.955 €
Moritzburg (Moritzburg),123 m²,5 Zi.,545 m² Grundstück,Leben Lieben Lachen,Tina Hollbauer l Handelsvertretung für die Bien-Zenker GmbH,499.941 €
Neustadt an der Orla (Neustadt),214 m²,5 Zi.,853 m² Grundstück,Einzigartige Wohnwelt!,Verkaufsbüro Erfurt der KH Massivhaus Dresden GmbH,773.082 €
Gotha (Gotha),168 m²,6 Zi.,666 m² Grundstück,"Offene, elegante Stadtvilla von Kern-Haus",Verkaufsbüro Erfurt der KH Massivhaus Dresden GmbH,538.900 €
Bremen (Buntentor),168 m²,,276 m² Grundstück,Ihr eigenes Stück Sicherheit - Reihenendhaus zum attraktiven Preis ,Projektgesellschaft Gartenstadt Werdersee mbH &amp; Co. KG,579.950 €
Naunhof (Naunhof),165.67 m²,6 Zi.,757 m² Grundstück,Oase zwischen Alltag und Abenteuer.,Graupner Immobilien Inh. Maria Graupner,670.000 €
Hamburg (Wellingsbüttel),181 m²,6 Zi.,868 m² Grundstück,VERKAUFT! Familiendomizil mit tollem Grundstück und Erweiterungsoption oder  Wohnen und Arbeiten?,CAROLINE REICH IMMOBILIEN und Style,1.390.000 €
Augustusburg (Hennersdorf),60 m²,3 Zi.,1567 m² Grundstück,Klein aber mein!,SIV Mittelsachsen GmbH,54.000 €
Berlin (Mahlsdorf),160 m²,6 Zi.,920 m² Grundstück,"Bezugsfreies, freistehendes Einfamilienhaus mit großem Garten in Berlin Mahlsdorf",PlanetHome Group GmbH,770.000 €
Hamburg / Sülldorf (Sülldorf),107.85 m²,5 Zi.,369 m² Grundstück,Ihr neues Eigenheim in Hamburg-Sülldorf,FBR Maklerkontor,649.000 €
Bremen / Vahr (Sebaldsbrück),135 m²,7.5 Zi.,482 m² Grundstück,Diskrete Vermarktung: Modernisierte Doppelhaushälfte in der Wilhelm-Busch-Siedlung,Albrecht Ventures,419.900 €
Berlin (Rudow),170 m²,8 Zi.,430 m² Grundstück,"Ein vielseitiges Wohnhaus mit ca. 275 m² Wohn- und Nutzfläche, beheizbaren Schwimmbad und Tiefgarage",Postbank Immobilien GmbH Berlin Britz-Rudow,756.000 €
Hamburg - Eißendorf (Eißendorf),94 m²,4 Zi.,928 m² Grundstück,Eißendorf - Gepflegtes Einfamilienhaus,Haferkamp Immobilien GmbH,499.000 €
Hamburg (Blankenese),81 m²,3 Zi.,554 m² Grundstück,Das Glück vom Eigenheim zum Selberschmieden.,Evernest GmbH,469.000 €
Hamburg (Groß Borstel),195 m²,6 Zi.,810 m² Grundstück,"Historische Villa mit eigenem, sonnigen Garten in HH-Groß Borstel",BUCHEN &amp; KOOB GmbH,2.395.000 €
Bremen (Grohn),509 m²,8 Zi.,1186 m² Grundstück,Viel Platz und Lebensqualität! Einfamilienhaus mit Einliegerwohnung und Blick über Lesum und Weser,Robert C. Spies KG,1.350.000 €
Berlin (Französisch Buchholz),136 m²,4 Zi.,685 m² Grundstück,Einfamilienhaus mit weitläufigem Garten und viel Platz für die kleine Familie,VON POLL IMMOBILIEN Berlin - Pankow - Ulf Sobeck,645.000 €
Hamburg (Schnelsen),125 m²,5 Zi.,375 m² Grundstück,Modern renovierte DHH in gefragter Lage von Hamburg - Schnelsen,Krone Immobilien,598.000 €
"Berlin, Rudow (Rudow)",100 m²,4 Zi.,512 m² Grundstück,Ihr Anwesen in bester Wohnlage von Berlin-Rudow!,Sanssouci Immobilien Steinmann &amp; Gröschel GbR,520.000 €
Hamburg (Sülldorf),65 m²,3 Zi.,109 m² Grundstück,Waldpark Marienhöhe! San.-bed. RH mit Ausbaureserve in ruhiger Lage von Sülldorf,Kielpinski &amp; Co. Immobilien,349.000 €
Steina,251 m²,,2328 m² Grundstück,Zu sanierendes Wohn- und Geschäftshaus mit einmaligen Ausblick,Kienzle IMMOBILIEN,125.000 €
Bremen / Vahr (Gartenstadt Vahr),94 m²,4.5 Zi.,426 m² Grundstück,Am Ende dieser Reihe lebt es sich so schön ruhig,EXPOSÉ Immobilien,239.000 €
Berlin (Lichterfelde),94 m²,4 Zi.,256 m² Grundstück,Doppelhaushälfte mit Wohnrecht im schönen Lichterfelde West!,VON POLL IMMOBILIEN Berlin - Nikolassee/Wannsee - R-Quadrat Immobilien GmbH,299.000 €
Steinach,140 m²,10 Zi.,350 m² Grundstück,Mehrfamilienwohnhaus mit gewerblichem Anbau,Sparkasse Sonneberg,185.000 €
Bremen (Neu Schwachhausen),123 m²,6 Zi.,228 m² Grundstück,Der Klassiker - Reihenhaus in Schwachhausen,Engel &amp; Völkers Bremen,590.000 €
Hamburg (Othmarschen),223 m²,7.5 Zi.,505 m² Grundstück,Verbundenes Einfamilienhaus mit Westgarten,MEISSLER &amp; CO GmbH &amp; Co. KG,2.300.000 €
Striegistal (Böhrigen),131 m²,5 Zi.,783 m² Grundstück,Ihr Traumhaus von Kern-Haus! Eigentum und Vermögen statt Miete!,KHC Bauträger GmbH,373.910 €
Bremen (Radio Bremen),171 m²,6 Zi.,811 m² Grundstück,Großzügiges und gepflegtes Einfamilienhaus im Radio Bremen-Viertel in Schwachhausen,Franzen + Partner WirtschaftsDienst für Freie Berufe GmbH,auf Anfrage
Wilkau-Haßlau (Silberstraße),112 m²,4 Zi.,2130 m² Grundstück,Energieeffizient in die Zukunft mit 10 Jahren Heizkostenzuschuss!,KHC Bauträger GmbH,542.900 €
Erfurt-Möbisburg (Möbisburg-Rhoda),285 m²,12 Zi.,987 m² Grundstück,Haus in Erfurt-Möbisburg,VIB Immo Maklergesellschaft GmbH,599.500 €
Schkölen b. Eisenberg (Schkölen),149 m²,5 Zi.,595 m² Grundstück,Ihr ganz persönlicher Raum für das wahre Glück!,Verkaufsbüro Erfurt der KH Massivhaus Dresden GmbH,"485.507,50 €"
Hermsdorf,125 m²,4 Zi.,559 m² Grundstück,Jetzt Kern-Haus bauen &amp; Heizkostenzuschuss sichern!,Verkaufsbüro Erfurt der KH Massivhaus Dresden GmbH,512.650 €
Rochlitz (Noßwitz),140 m²,4 Zi.,1134 m² Grundstück,Einfamilienhaus mit traumhaftem Grundstück bei Rochlitz,Volksbank Mittweida Immobilien GmbH,280.000 €
Berlin-Wittenau (Wittenau),260 m²,8 Zi.,530 m² Grundstück,MODERNES CUBE HAUS IN DER CITY+BAURESERVE,BETTERHOMES Deutschland GmbH,2.100.000 €
Bad Langensalza (Bad Langensalza),146 m²,7 Zi.,437 m² Grundstück,Gepflegtes Einfamilienhaus mit Einliegerwohnung und Garten in der Kurstadt Bad Langensalza,Debeka Bausparkasse AG,215.000 €
Suhl (Suhl),116 m²,4 Zi.,691 m² Grundstück,Das perfekte Haus für Ihre Familie,Verkaufsbüro Erfurt der KH Massivhaus Dresden GmbH,"393.756,40 €"
Bremen (Hemelingen),163 m²,6 Zi.,247 m² Grundstück,Modernisiertes Reihenendhaus mit zwei Wohneinheiten mit Garten und einem großen Balkon!,Postbank Immobilien GmbH,320.000 €
Schmalkalden (Schmalkalden),150 m²,6 Zi.,2098 m² Grundstück,Familienglück mit Traumgrundstück in fantastischer Lage !,Simon Immobilien Schmalkalden,180.000 €
Leipzig / Wahren (Möckern),166 m²,5 Zi.,250 m² Grundstück,Traumobjekt mit idyllischem Garten - clever investieren - mittelfristig selber nutzen!   Verkauf mit Wohnrecht für die Verkäufer.,GoVesta Immobilien GmbH,339.000 €
Rochlitz (Zaßnitz),180 m²,8 Zi.,750 m² Grundstück,Zweifamilienhaus mit viel Platz in ruhiger Siedlung von Rochlitz,Volksbank Mittweida Immobilien GmbH,165.000 €
Königsfeld (Stollsdorf),50 m²,1 Zi.,500 m² Grundstück,Landhaus zum Ausbau in ruhiger grüner Lage,Volksbank Mittweida Immobilien GmbH,45.000 €
Rahlstedt (Rahlstedt),145 m²,4.5 Zi.,472 m² Grundstück,Einfamilienhaus sucht junge Familie!,Haferkamp Immobilien GmbH,549.000 €
Großdubrau (Sdier),212 m²,8 Zi.,500 m² Grundstück,Ruhig gelegenes Mehrfamilien Reihenhaus bei Bautzen,IAD Immobilien Agentur Deutschland GmbH,245.000 €
Bremen (Gete),187.08 m²,8 Zi.,286.5 m² Grundstück,"Bremen - Gete | Altbremer Reihenendhaus mit viel Platz und großem Gestaltungspotenzial in ruhiger, aber verkehrsgünstiger Lage",Wellmann Immobilien GmbH &amp; Co. KG,375.000 €
Hamburg (Farmsen-Berne),120 m²,3.5 Zi.,410 m² Grundstück,Mittelreihenhaus in familienfreundlicher Lage,Grossmann &amp; Berger GmbH,500.000 €
Thalheim,140 m²,5 Zi.,350 m² Grundstück,Verkauf gegen Gebot,Postbank Immobilien GmbH Chemnitz,auf Anfrage
Bremen - Rönnebeck (Farge),190 m²,5 Zi.,1495 m² Grundstück,"PURNHAGEN-IMMOBILIEN -  Rönnebeck, gepflegtes 1-2-Fam.-Haus mit großem Grundstück in ruhiger Wohnlage",Purnhagen-Immobilien,349.000 €
Erfurt / Schwerborn (Schwerborn),110 m²,4 Zi.,300 m² Grundstück,Gemütliche Doppelhaushälfte in Erfurt / OT Schwerborn - Provisionsfrei für Käufer -,Beck Immobilien GmbH,325.000 €
Rudolstadt (Schwarza),86 m²,4 Zi.,720 m² Grundstück,Provisionsfrei Einfamilienhaus mit wunderschönem Garten in Rudolstadt / Schwarza,Beck Immobilien GmbH,250.000 €
Hamburg (Sasel),100 m²,4 Zi.,219 m² Grundstück,Familiendomizil in Hamburg-Sasel ,CCS Deutschland Massivhaus GmbH,625.000 €
Berlin (Waidmannslust),225 m²,9 Zi.,1292 m² Grundstück,"Sehr schöne Ein-, Zwei-, Dreifamilienhausvilla von 1902 mit Gästehaus + weiteren Bauplatz in Toplage",Schacher Immobilien,1.495.000 €
Hamburg (Neugraben-Fischbek),160 m²,5.5 Zi.,1236 m² Grundstück,Sehr ruhig gelegenes Zweifamilienhaus als Kapitalanlage (Erbpacht),IAD Immobilien Agentur Deutschland GmbH,349.000 €
Neugersdorf (Neugersdorf),250 m²,10 Zi.,680 m² Grundstück,Mehrgenerationenhaus in Neugersdorf,Volksbank Löbau-Zittau eG,150.000 €
Berlin (Niederschönhausen),125.49 m²,4 Zi.,846 m² Grundstück,Familienglück in Bestlage! Einfamilienhaus mit großem Grundstück in Niederschönhausen,Finest Properties International - Berlin Pankow,1.095.000 €
Wiedemar (Delitzsch),508 m²,8 Zi.,1293 m² Grundstück,Schönes Einfamilienhaus - sanierte Innenräume und ruhige Lage,Willuhn Immobilien e.K. Inh. Sabine Willuhn,599.000 €
Berlin (Lichterfelde),293 m²,8 Zi.,440 m² Grundstück,* Einzigartiges Wohn- und Geschäftshaus in Berlin-Lichterfelde sucht neuen Eigentümer! *,SevenTree Immobilien e. K.,799.000 €
Hamburg (Bramfeld),125 m²,4 Zi.,395 m² Grundstück,Doppelhaushälfte Stadtvilla in HH-Bramfeld 1.2,Bauunternehmen Dirk Kage GmbH,691.400 €
Lichtenstein/Sachsen (Lichtenstein),80 m²,3 Zi.,681 m² Grundstück,***Traumhaus mit Glücksgefühl-Garantie***,Sehr Immobilien,420.000 €
Penig (Langenleuba-Oberhain),136 m²,4 Zi.,521 m² Grundstück,Energieeffizient in die Zukunft mit 10 Jahren Heizkostenzuschuss!,KHC Bauträger GmbH,378.900 €
Berlin (Frohnau),140 m²,5 Zi.,837 m² Grundstück,Vielversprechendes Einfamilienhaus mit attraktiver Ausbaureserve,VON POLL IMMOBILIEN Berlin-Hermsdorf - Philipp Kaufmann,850.000 €
Hainichen (Schlegel),100 m²,4 Zi.,1040 m² Grundstück,Stopp: Ihr neues Familienhaus im Ortsteil Schlegel wartet auf Sie!,SD Immobilien- und Hausverwaltungsdienst,66.000 €
Oßling (Oßling),119.75 m²,5 Zi.,943 m² Grundstück,Neuwertiges Einfamilienhaus in Oßling,Ostsächsische Sparkasse Dresden,298.000 €
Suhl (Suhl),149 m²,5 Zi.,986 m² Grundstück,Hier werden Wohnträume wahr!,Verkaufsbüro Erfurt der KH Massivhaus Dresden GmbH,474.900 €
Schmalkalden (Schmalkalden),147 m²,5 Zi.,927 m² Grundstück,Licht und Freiraum macht das Wohnerlebnis in diesem Traumhaus perfekt,Verkaufsbüro Erfurt der KH Massivhaus Dresden GmbH,454.900 €
Walschleben,110 m²,4 Zi.,586 m² Grundstück,Beeindruckende Moderne mit viel Platz für die ganze Familie,Verkaufsbüro Erfurt der KH Massivhaus Dresden GmbH,481.610 €
Steinbach-Hallenberg (Steinbach-Hallenberg),310 m²,13 Zi.,1407 m² Grundstück,Immobiliennutzung ganz nach Ihren Wünschen -  komplette Eigennutzung - Teil - oder Vollvermietung - Jetzt zugreifen,Simon Immobilien Schmalkalden,530.000 €
Hamburg (Neugraben-Fischbek),160 m²,5.5 Zi.,1236 m² Grundstück,Sehr ruhig gelegenes Zweifamilienhaus als Kapitalanlage (Erbpacht),IAD Immobilien Agentur Deutschland GmbH,349.000 €
Vierkirchen (Arnsdorf),125 m²,5 Zi.,2630 m² Grundstück,Viel Platz für Familie und Hobby !,Sparkasse Oberlausitz-Niederschlesien,149.000 €
Zwenkau (Zwenkau),476 m²,7 Zi.,593 m² Grundstück,"***Da Wohnen und Arbeiten, wo andere Urlaub machen!*** Traumhaus/ 3 Bäder/ XXL Garage/ Einliegerwohnungen",Mentoreal GmbH,1.585.000 €
Bautzen (Bautzen),200 m²,9 Zi.,220 m² Grundstück,großes Einfamilienhaus an der Spree,A4RES Advisory GmbH,125.000 €
Dresden (Gohlis),119 m²,,768 m² Grundstück,Einfamilienhaus mit Doppelcarport in Dresden  ,KWF-Kanzlei für Wirtschaft und Finanzdienste GmbH,278.000 €
Bremen (Aumund-Hammersbeck),107 m²,6 Zi.,247 m² Grundstück,Reihenhaus mit schönem Südgarten und Garage,ohne-makler.net - Immobilien selbst vermarkten,219.000 €
Moritzburg (Moritzburg),145.8 m²,5 Zi.,548 m² Grundstück,"Ihre Wohlfühloase, direkt in Moritzburg",Postbank Immobilien GmbH,565.000 €
Berlin (Heinersdorf),127 m²,4 Zi.,230 m² Grundstück,Reihenhaus im Rohbauzustand zur Selbstverwirklichung!,BB Estates GmbH,450.000 €
Hamburg (Rahlstedt),95 m²,4 Zi.,580 m² Grundstück,Moderne Doppelhaushälfte im grünen Meiendorf - Kaufpreis reduziert! ,Klahn Immobilien e.K.,726.400 €
Berlin (Wilmersdorf),500 m²,9 Zi.,1073 m² Grundstück,CA. 1.073 QM FILETGRUNDSTÜCK MIT VILLA ZUM MODERNISIEREN - dicht am Kudamm!,AIB Allgemeine Immobilien-Börse GmbH,4.950.000 €
Saalfeld (Reichmannsdorf),100 m²,5 Zi.,114 m² Grundstück,Mit kleinem Aufwand fertig zum Einzug - Teilrenoviertes Einfamilienhaus in Reichmannsdorf,Postbank Immobilien GmbH,69.000 €
Hochkirch (Meschwitz),160 m²,5 Zi.,5070 m² Grundstück,Sonnen - Energie - Nutzen - Vorteil,Selbständige Handelsvertretungen von LBS Immobilien im Hause der Kreissparkasse Bautzen,122.000 €
Berlin (Rudow),75 m²,3 Zi.,535 m² Grundstück,Haus für die kleine Familie + Wintergarten,Hesse &amp; Otté Immobilien oHG,425.000 €
Klipphausen (Gruben),235 m²,10 Zi.,1970 m² Grundstück,bezugsfertiges Zweifamilienhaus,Sparkasse Meißen,420.000 €
Neukieritzsch (Kahnsdorf),106 m²,4 Zi.,390 m² Grundstück,Einfamilienhaus/DHH am Hainer See Kahnsdorf,BOST-Immobilien Flöha,580.000 €
Hamburg (Rahlstedt),131 m²,6.5 Zi.,428 m² Grundstück,Großzügiger Bungalow mit viel Potenzial,Engel &amp; Völkers Alstertal GmbH,590.000 €
Großweitzschen (Großweitzschen),120 m²,6 Zi.,2672 m² Grundstück,Denkmalgenschützer 3-Seitenhof in Stadtrandlage,Kreissparkasse Döbeln in Vertretung der LBS Immobilien GmbH,49.900 €
Potsdam (Jägervorstadt),363 m²,7 Zi.,1700 m² Grundstück,POTSDAM: Attraktive Villa direkt am Schlosspark Sanssouci,VON POLL IMMOBILIEN Potsdam - Andreas Güthling,2.300.000 €
Auerbach/Vogtl. (Auerbach),196.19 m²,6 Zi.,695 m² Grundstück,Hier könnten schon bald Sie einziehen und einen Bonus gibt es dazu! Beratung unter 0172-9547327,Allkauf Haus GmbH,285.999 €
Lengenfeld (Lengenfeld),140.25 m²,4 Zi.,549 m² Grundstück,Die allkauf Häuser für Energiesparhelden! Jetzt schnell sein-0172-9547327,Allkauf Haus GmbH,214.999 €
Bad Elster (Bad Elster),172.07 m²,5 Zi.,589 m² Grundstück,Bauen mit allkauf Haus GmbH. Mike Weller 0172-9547327,Allkauf Haus GmbH,217.999 €
Plauen Vogtl (Reißig),172.07 m²,5 Zi.,585 m² Grundstück,Mit allkauf das Gefühl von Freiheit statt Miete erleben. Mike Weller 0172-9547327,Allkauf Haus GmbH,217.999 €
Renthendorf (Renthendorf),175 m²,5 Zi.,448 m² Grundstück,Wohnen mit Urlaubspotential wartet auf neues Leben,Postbank Immobilien GmbH FG Thüringen,140.000 €
Weimar (Parkvorstadt),120 m²,5 Zi.,455 m² Grundstück,Herzlich Willkommen in Oberweimar,Sparkasse Mittelthüringen,320.000 €
Falkenstein (Oelsnitz),168.5 m²,4 Zi.,658 m² Grundstück,Hier baut allkauf Ihr Zuhause und eine Küche gibt es geschenkt! Rufen Sie an 172-9547327,Allkauf Haus GmbH,224.999 €
Plauen Vogtland (Haselbrunn),142.02 m²,4 Zi.,525 m² Grundstück,Mit allkauf Haus in Plauen glücklich werden. Rufen Sie an 0172-9547327,Allkauf Haus GmbH,225.999 €
Treuen Vogtl (Treuen),172.81 m²,5 Zi.,655 m² Grundstück,Freiheit statt Miete! Rufen Sie an 0172-9547327,Allkauf Haus GmbH,258.959 €
Kirchberg Sachsen (Kirchberg),143.61 m²,4 Zi.,545 m² Grundstück,Mit allkauf werden Träume wahr! Direktkontakt unter 0172-9547327,Allkauf Haus GmbH,184.999 €
Bremen (Oslebshausen),100 m²,4 Zi.,170 m² Grundstück,**SCHÖNES Reihenhaus in toller Lage!,Postbank Immobilien GmbH,259.000 €
Eckartsberg (Eckartsberg),150 m²,7 Zi.,1039 m² Grundstück,Ein herrlicher Platz zum Wohnen und Leben und Mieteinnahmen noch dazu!,Immobilien Heike Baumann,105.000 €
Remptendorf (Thimmendorf),138 m²,4 Zi.,282 m² Grundstück,Wohnhaus nebst Holzschuppen - provisionsfrei,AZ Agentur für Zwangsversteigerungsinformationen GmbH,1 €
Hamburg (Marienthal),200 m²,6 Zi.,596 m² Grundstück,Hier können Sie in Schönheit leben.,Karla Fricke Immobilien KG (GmbH &amp; Co.),1.595.000 €
Berlin (Buckow),204 m²,7 Zi.,930 m² Grundstück,Hauptstadtmakler - Zweifamilienhaus + Neubaupotential,Hauptstadtmakler René Bernhardt,1.100.000 €
Hamburg (Schnelsen),165 m²,7 Zi.,526 m² Grundstück,FAMILIEN-IDYLL IN SCHNELSEN: 6-7-Zimmer-165m²-Einfamilienhaus mit Naturgarten / 526 m² Grundstück,NILS HUPKA Immobilien,798.000 €
Plauen (Südvorstadt),170 m²,7 Zi.,637 m² Grundstück,Tolles Reihenhaus in ruhiger Lage von Plauen!,Wohnungsmarkt Erzgebirge,269.000 €
Hamburg (Groß Flottbek),109 m²,4 Zi.,609 m² Grundstück,Charmantes Kleinod mit historischem Hintergrund,MEISSLER &amp; CO GmbH &amp; Co. KG,1.590.000 €
Bautzen / Oberkaina (Oberkaina),138 m²,5 Zi.,810 m² Grundstück,Stadt an der Spree: Einfamilienhaus in Bautzen mit unbefristeten Nießbrauch,giv GmbH Immobilien &amp; Vermögensplanung,144.000 €
Glauchau (Glauchau),212 m²,9 Zi.,1730 m² Grundstück,Große Stadtvilla mit herrschaftlichem ca.1.730 m² großem Grundstück,Mund Immobilien GmbH,530.000 €
Bremen / Horn-Lehe (Lehe),134.36 m²,7 Zi.,366.5 m² Grundstück,Schöne Doppelhaushälfte in Bestlage mit Potenzial,Dahler &amp; Company Bremen    c/o HK Real Estate GmbH &amp; Co. KG,395.000 €
Kranichfeld (Kranichfeld),168 m²,6 Zi.,1887 m² Grundstück,Relaxen im eigenen Garten!,Verkaufsbüro Erfurt der KH Massivhaus Dresden GmbH,"658.884,50 €"
Hummelshain (Hummelshain),102 m²,4 Zi.,522 m² Grundstück,Ihr Traumhaus individuell nach Ihren Wünschen geplant,Verkaufsbüro Erfurt der KH Massivhaus Dresden GmbH,"422.076,84 €"
Bremen (Lüssum-Bockhorn),128.9 m²,5 Zi.,600 m² Grundstück,Lüssum-Bockhorn - Solides und geräumiges Einfamilienhaus in beliebter und familienfreundlicher Lage,Sparkasse Immobilien Bremen GmbH,275.000 €
"Wiener Straße 44, Berlin (Kreuzberg)",100.36 m²,5 Zi.,89.89 m² Grundstück,"Einmaliges Reihen-Endhaus mit privaten Garten, 2 Balkonen, 2 Bädern &amp; Wohn-Keller",ZACC Immobilien GmbH / W44 GmbH,1.259.700 €
"Wiener Straße 44, Berlin (Kreuzberg)",100.02 m²,5 Zi.,99.94 m² Grundstück,"Townhaus in Kreuzberg! Ruhig, sonnig, mit eigenem Garten &amp; Sie entscheiden über die Grundrisse!",ZACC Immobilien GmbH / W44 GmbH,1.129.800 €
Hamburg (Poppenbüttel),141 m²,5 Zi.,474 m² Grundstück,TOP LAGE! VIEL PLATZ - Gepflegtes EFH mit Teilkeller &amp; Garage in HH-Poppenbüttel,Frank Hoffmann Immobilien GmbH &amp; Co. KG,749.000 €
Hamburg (Nienstedten),140 m²,4 Zi.,280 m² Grundstück,"Haus zum Wohlfühlen, 400 m bis zur Elbe - von privat",ohne-makler.net - Immobilien selbst vermarkten,1.890.000 €
Werdau (Werdau),120 m²,5 Zi.,411 m² Grundstück,Doppelhaushälfte in bester Lage von 08412 Werdau,Inseriert auf 123provisionsfrei.de,285.000 €
Berlin (Weißensee),230 m²,8 Zi.,250 m² Grundstück,"Weißensee: Berliner Allee: ERSTBEZUG im EIGENEN TOWNHOUSE - 2024: 8-Zi, 3 Etagen, TERRASSE + GARTEN",PROGENEA GmbH &amp; Co. Liegenschaften KG,1.990.000 €
Brunn (Rempesgrün),152 m²,6 Zi.,626 m² Grundstück,Handwerker aufgepasst! Einfamilienhaus mit Einliegerwohnung und großem Garten!,RE/MAX in Regensburg und Ostbayern,245.000 €
Hamburg (Niendorf),76.01 m²,4 Zi.,200 m² Grundstück,Renovierungsbedürftiges - Schmuckstück mit Potenzial + 2 Garagen,CASA Immobilien GmbH,429.000 €
Bleicherode OT Hainrode,160 m²,8 Zi.,1327 m² Grundstück,Wohnen und HomeOffice in traumhafter Lage auf großem Grundstück inmitten der Natur,ohne-makler.net - Immobilien selbst vermarkten,365.000 €
Bischofswerda (Goldbach),315 m²,15 Zi.,86528 m² Grundstück,"Für SIE, Ihre Seele, Ihr Geschäft, Ihre Hobbies und Ihre Gäste!",Beate Protze Immoblien GmbH,1.250.000 €
Bremen (Lehe),125 m²,4 Zi.,496 m² Grundstück,"Wohn Dich glücklich... Kernsaniertes, lichtdurchflutetes Reiheneckhaus mit Wintergarten",Marescaux Immobilien,499.000 €
Hamburg (Jenfeld),160 m²,6 Zi.,549 m² Grundstück,Multifunktionales Ein- bzw. Zweifamilienhaus in Hamburg Jenfeld (Wandsbek),ohne-makler.net - Immobilien selbst vermarkten,655.000 €
Bremen (Schönebeck),120 m²,6 Zi.,269 m² Grundstück,"Attraktives Split-Level-Haus - Familientraum mit Terrasse, Garten und Garage",Postbank Immobilien GmbH,349.000 €
Naunhof (Naunhof),155 m²,5 Zi.,500 m² Grundstück,Viel Grün und in direkter Seenähe,OKAL Haus GmbH,521.900 €
Berlin (Mariendorf),135.38 m²,5 Zi.,554 m² Grundstück,"Attraktives EFH mit Terrassengarten, EBK und ausgebautem Keller in schöner Lage",Homeday GmbH,749.000 €
Hamburg (Schnelsen),143.4 m²,4 Zi.,931 m² Grundstück,Doppelhaushälfte mit großem Garten in ruhiger Lage - Ihr Raum für Familie oder Homeoffice!,SMWB Strategien mit Weitblick GmbH,649.000 €
Berlin (Niederschönhausen),346 m²,9 Zi.,782 m² Grundstück,"Heute Kapitalanlage, morgen selbst Wohnen und Arbeiten",DEGIV GmbH,895.000 €
Zwickau (Oberplanitz),160 m²,5 Zi.,410 m² Grundstück,"Doppelhaushälfte in Oberplanitz, Zwickau",ohne-makler.net - Immobilien selbst vermarkten,329.000 €
"Zeisgendorfer Weg 16, Berlin (Heiligensee)",113 m²,3.5 Zi.,400 m² Grundstück,"EFH, 3, 1/2 Zimmer, ca. 113 m² Wohnfläche, Vollunterkellert, Garage. Ausbaufähig!",Immobilien Inh. Wolfgang Krüger,459.900 €
Limbach-Oberfrohna (Limbach-Oberfrohna),118 m²,4 Zi.,500 m² Grundstück,2 coole Stadthäuser in Limbach-Oberfrohna auf je ca. 500 m² Grundstück,BAUKONTOR KIRSTEN &amp; PARTNER,331.300 €
Zwickau (Innenstadt),136 m²,4 Zi.,800 m² Grundstück,AB SOFORT ERHALTEN SIE IHR TRAUMHAUS INKL. EINBAUKÜCHE + 18 MONATE FESTPREISGARANTIE! TRAUMZUHAUSE FÜRS GANZE LEBEN...,Living Haus,399.900 €
Hamburg (Iserbrook),261 m²,10 Zi.,956 m² Grundstück,"Hier werden Träume wahr: Energieeffizienter Neubau mit Homeoffice, Einliegerwohnung &amp; Schwimmteich!",Ino Petersen GmbH,1.650.000 €
Radeberg (Radeberg),163.49 m²,5 Zi.,750 m² Grundstück,Frei sein in meinem Haus! - Mehr dazu unter 0172/2618341,Allkauf Haus GmbH,224.999 €
Bremen (Hemelingen),128.2 m²,5 Zi.,1024 m² Grundstück,Bremen - Hemelingen | Lichtdurchflutetes Einfamilienhaus in Wesernähe mit enorm viel Platz und großem Garten mit Südausrichtung,Wellmann Immobilien GmbH &amp; Co. KG,329.000 €
Königsbrück (Königsbrück),155 m²,8 Zi.,750 m² Grundstück,Zweifamilienhaus in ländlicher Lage!,FALC Immobilien Dresden,350.000 €
