location,size,rooms,land_area,description,seller,price
Rain (Rain),168 m²,6 Zi.,663 m² Grundstück,Schönes Einfamilienhaus mit Garten in Rain,Debeka Bausparkasse AG,540.000 €
Pleinfeld (Ramsberg),148.8 m²,6 Zi.,930 m² Grundstück,Sonniges Zweifamilienhaus am Brombachsee - Ramsberg,PlanetHome Group GmbH,449.000 €
München (Trudering-Riem),138.87 m²,5 Zi.,230 m² Grundstück,Trio²9 - Haus 3,Chalet Immobiliengesellschaft GbR,1.485.000 €
Schnaittach (Schnaittach),123 m²,4 Zi.,477 m² Grundstück,"Einfamilienhaus in 91220 Schnaittach, Gartenstr.",Argetra GmbH,525.000 €
Kraiburg (Heisting),,,6822 m² Grundstück,"Anwesen in 84559 Kraiburg, Heisting",Argetra GmbH,452.000 €
Meeder (Großwalbur),134 m²,,666 m² Grundstück,"Einfamilienhaus in 96484 Meeder, Hauptstr.",Argetra GmbH,167.000 €
Meeder (Großwalbur),134 m²,,666 m² Grundstück,"Einfamilienhaus in 96484 Meeder, Hauptstr.",Argetra GmbH,167.000 €
Pentling (Großberg),256 m²,8.5 Zi.,899 m² Grundstück,Mehrgenerationenhaus in Pentling - SOFORT FREI!,Christian Dischinger -  Unternehmen für Immobilienwirtschaft,599.000 €
Erlangen (Innenstadt),174 m²,6 Zi.,1335 m² Grundstück,Haus an der Schwabach und mitten in Erlangen,VON POLL IMMOBILIEN Erlangen - Matthias Gebhardt,1.750.000 €
Neustadt b.Coburg (Neustadt),135 m²,6 Zi.,1264 m² Grundstück,"Einziehen + wohlfühlen: Renovierte DHH mit Garage, Carport und über 1200 m² Grund",Veste Immobilien GmbH,255.000 €
Tauberrettersheim,80 m²,4 Zi.,223 m² Grundstück,Doppelhaushälfte und Stadelanteil zum selbst gestalten,Xadu Immobilien,59.888 €
"Wendelstein , Mittelfr (Röthenbach bei St Wolfgang)",151 m²,7 Zi.,488 m² Grundstück,Sehr schönes Einfamilienhaus in Wendelstein direkt bei Nürnberg,Thomas Richter Immobilien,790.000 €
Offenhausen (Püscheldorf),530 m²,20 Zi.,4816 m² Grundstück,"Großes Anwesen mit  4-Familienhaus, freistehendes Einfamilienhaus, Scheunen u. Weiher in Offenhausen","City Immobilien Nürnberg e.K., Inh. Silvio Mereu",730.000 €
Bad Windsheim (Bad Windsheim),126 m²,5 Zi.,500 m² Grundstück,Wohnen in einer der besten Wohnlagen von Bad Windsheim!,Raiffeisen-Immobilien GmbH,398.000 €
Hebertsfelden (Sterfl),161.4 m²,8 Zi.,773 m² Grundstück,Schönes Einfamilienhaus in ruhiger Wohnlage,EODEM Consulting UG,385.000 €
Polling (Oderding),170 m²,5.5 Zi.,699 m² Grundstück,Sofort verfügbare DHH mit großem Garten,Engel &amp; Völkers Weilheim - Bernd J. Kugel Immobilien,960.000 €
Grabenstätt (Höring),180 m²,7 Zi.,2480 m² Grundstück,Zweifamilienhaus zwischen Bergen und Grabenstätt - 2.480 m² Gartengr. Bergpanorama Nähe Autobahn,Johannes Matschke Immobilien,600.000 €
Seebruck (Burgham),480 m²,12 Zi.,4400 m² Grundstück,Stilvoll restauriertes Bauernhaus in idyllischer Ortsrandlage,Johannes Matschke Immobilien,2.950.000 €
Friedberg / Rederzhausen (Rederzhausen),141 m²,5 Zi.,477 m² Grundstück,Sichern Sie sich jetzt Ihr Traumhaus mit Grundstück - alles aus einer Hand,Layer Holding AG,769.110 €
Teisendorf (Roidham),132 m²,4 Zi.,540 m² Grundstück,Baubiologisch orientierte Holzbauweise - energieeffizientes Wohnhaus in Teisendorf,Johannes Matschke Immobilien,795.000 €
Bad Griesbach (Griesbach),111.6 m²,5 Zi.,928 m² Grundstück,Rohdiamant benötigt Feinschliff! - EFH mit großem Grundstück und Potenzial zu verkaufen!,SE Immobilien - Management GmbH,245.000 €
Herrieden / Neunstetten (Neunstetten),125 m²,4 Zi.,668 m² Grundstück,"Neuwertiger Wohntraum mit Garten, Doppelcarport und vielen Extras",VON POLL IMMOBILIEN Ansbach - Wittmann Real Estate GmbH,495.000 €
Bergheim (Unterstall),132 m²,4 Zi.,375 m² Grundstück,Doppelhaushälfte in Best Lage,allkauf Haus GmbH,527.000 €
Garmisch-Partenkirchen (Partenkirchen),329 m²,11 Zi.,8388 m² Grundstück,Forsthaus in exponierter Alleinlage,AbacO Immobilen Oberland,1.980.000 €
Kempten (Rothkreuz),217 m²,,732 m² Grundstück,"Einfamilienhaus in 87439 Kempten, Im Rothkreuz",Argetra GmbH,940.000 €
Kissing,134 m²,5 Zi.,140 m² Grundstück,In 30 Minuten am Münchener Hauptbahnhof,Layer Holding AG,649.471 €
Wielenbach (Wielenbach),166 m²,5.5 Zi.,528 m² Grundstück,WIELENBACH: TRAUMHAFTES ZUHAUSE IM GRÜNEN!,Starnberger See Immobilien GmbH &amp; Co. KG,750.000 €
Postmünster (Wald),163 m²,4 Zi.,745 m² Grundstück,&gt;&gt; TOP ausgestattet und ideal für Familien &lt;&lt;,Sparkasse Rottal-Inn in Vertretung der Sparkassen-Immobilien-Vermittlungs-GmbH,598.000 €
Kronach (Friesen),125 m²,5 Zi.,182 m² Grundstück,Handwerker gesucht - für ein idyllisches Zuhause!,Sparkasse Kulmbach-Kronach i. V. der Sparkassen-Immobilien-Vermittlungs- GmbH,59.000 €
Würzburg (Frauenland),169 m²,5 Zi.,500 m² Grundstück,Reihenmittelhaus mit Festungsblick,Junginger Wohnbau und Immobilien GmbH,765.000 €
Landshut (Berg),160 m²,6 Zi.,270 m² Grundstück,Schick schick! Traumhaus am begehrten Hofberg: Moderne Doppelhaushälfte in Bestlage von Landshut,VON POLL IMMOBILIEN Landshut - Christian Kartmann,995.000 €
Neuschönau (Neuschönau),150 m²,7 Zi.,1598 m² Grundstück,Großzügiges Einfamilienhaus mit Einliegerwohnung und Baugrund  in Neuschönau,Passauer Immobilien Resch &amp; Söhne GmbH seit 1968,320.000 €
Schönbrunn i.Steigerwald (Schönbrunn),388 m²,,984 m² Grundstück,"Mehrgenerationenhaus mit Ferienwohnung, großen Garagen - gewerbliche Nutzung möglich",FrankenPLUS Immobilien KG,650.000 €
Regensburg (Westenviertel),161.43 m²,8 Zi.,408 m² Grundstück,Zweifamilienhaus im Stadtwesten mit freiwerdender Garten-Wohnung,Immobilien Wingerter GmbH,950.000 €
Wonfurt (Steinsfeld),157.72 m²,7 Zi.,2970 m² Grundstück,Verhelfen Sie dem ehemaligen Bauernhof zu neuem Glanz!,Postbank Immobilien GmbH,220.000 €
Waldkraiburg (Waldkraiburg),132 m²,5 Zi.,401 m² Grundstück,freistehendes Einfamilienhaus in ruhiger zentraler Lage,Fa. Duschl,749.900 €
Regensburg (Konradsiedlung-Wutzlhofen),120.8 m²,5 Zi.,253 m² Grundstück,Provisionsfreies / Hochwertiges Neubau-Reiheneckhaus im Norden von Regensburg,Bricks &amp; Mortar Immobilien National GmbH,848.600 €
Regensburg (Konradsiedlung-Wutzlhofen),119.03 m²,5 Zi.,248 m² Grundstück,Provisionsfreies / Hochwertiges Neubau-Reihenmittelhaus im Norden von Regensburg,Bricks &amp; Mortar Immobilien National GmbH,833.300 €
Regensburg (Konradsiedlung-Wutzlhofen),117.83 m²,5 Zi.,278 m² Grundstück,Provisionsfreies u. hochwertiges Neubau-Reiheneckhaus im Norden von Regensburg,Bricks &amp; Mortar Immobilien National GmbH,858.850 €
Mintraching (Mintraching),134 m²,5 Zi.,317 m² Grundstück,Großzügige DHH ganz nach Ihren Wünschen!,Bricks &amp; Mortar Immobilien National GmbH,659.500 €
Neusäß (Westheim b.Augsburg),288 m²,12 Zi.,739 m² Grundstück,2-3 Familienhaus in ruhiger Lage mit TOP Infrastruktur,Stadtsparkasse Augsburg ImmobilienCenter,1.190.000 €
Wendelstein (Großschwarzenlohe),145 m²,5 Zi.,343 m² Grundstück,KILIAN IMMOBILIEN!  REIHENENDHAUS MIT 145 M² WFL. + 343 M² GRUND IN GROßSCHWARZENLOHE!   KELLER * EINBAUKÜCHE * BALKON * 2 BÄDER * GARAGE,KILIAN IMMOBILIEN,419.000 €
Ampfing (Ampfing),109 m²,5 Zi.,602 m² Grundstück,Einfamilienhaus  mitten in Ampfing mit großem Grundstück ,Maria Loscher Immobilien,390.000 €
Wendelstein (Wendelstein),123 m²,5 Zi.,402 m² Grundstück,KILIAN IMMOBILIEN!  GERÄUMIGES REIHENENDHAUS MIT 152 M² WFL + 402 M² GRUND DIREKT IN WENDELSTEIN!  KELLER * 2 EINZELGARAGEN,KILIAN IMMOBILIEN,399.000 €
Gemünden am Main (Gemünden),317 m²,,386 m² Grundstück,"Renditestarkes, neu saniertes Mehrfamilienhaus mit Gewerbeeinheit ... 7% Rendite !!",marcel michl int.immobilien,625.000 €
Nürnberg (Mögeldorf),109 m²,4 Zi.,181 m² Grundstück,...  Gibt's nicht ? Gibt es doch ! ... Manchmal muss man anders denken ...,Christian Maria Sauer Immobilien GmbH &amp; Co. KG,590.000 €
Schöfweg (Schöfweg),142 m²,7 Zi.,769 m² Grundstück,Tolles Wohnhaus in Schöfweg ! Ferienregion Sonnenwald !,Raiffeisenbank eG Deggendorf-Plattling-Sonnenwald,499.000 €
"Hansastraße 5, Fürth (Unterfarrnbach)",117 m²,4 Zi.,215 m² Grundstück,78 % bereits verkauft! WESTWINKEL FÜRTH - Letztes Reiheneckhaus mit CP und Stellplatz direkt am Haus ,ESW Bauträger GmbH,710.000 €
Kempten (Kempten),236 m²,7 Zi.,541 m² Grundstück,Einfamilienhaus mit viel Potenzial,VON POLL IMMOBILIEN Oberallgäu - Peer Hessemer e.K.,850.000 €
"Hansastraße 5, Fürth (Unterfarrnbach)",122 m²,4 Zi.,190 m² Grundstück,"Provisionsfrei! Tolles Reiheneckhaus in familienfreundlicher, zentraler Lage - WESTWINKEL Fürth",ESW Bauträger GmbH,710.000 €
"Hansastraße 5, Fürth (Unterfarrnbach)",122 m²,4 Zi.,207 m² Grundstück,Großzügiges Reiheneckhaus in zentraler Lage und familienfreundlicher Umgebung - WESTWINKEL Fürth,ESW Bauträger GmbH,723.000 €
Erding (Klettham),133 m²,4 Zi.,161 m² Grundstück,"""FAMILIENNEST AM THERMENGARTEN""",VR-Immobilien Erding GmbH,719.000 €
Hinterschmiding (Sonndorf),124 m²,4 Zi.,475 m² Grundstück,Charmante Doppelhaushälfte in ruhiger Siedlungsrandlage!,LBS Bayerische Landesbausparkasse,280.000 €
"Hansastraße 5, Fürth (Unterfarrnbach)",107 m²,4 Zi.,114 m² Grundstück,Ohne Provision! NEUBAU-Reihenmittelhaus mit Carport - WESTWINKEL Fürth,ESW Bauträger GmbH,594.500 €
Windsbach (Bertholdsdorf),160 m²,6 Zi.,1659 m² Grundstück,Einfamilienhaus mit Nebengebäuden,Jiranek Immobilien GmbH­,249.000 €
Tirschenreuth (Tirschenreuth),123 m²,,203 m² Grundstück,Rohbauhaus eröffnet Ihnen vielfältige Möglichkeiten - lassen Sie Ihre Wohnwünsche wahr werden,City Immobilien GmbH,215.000 €
Planegg (Planegg),301.31 m²,7 Zi.,728 m² Grundstück,CHARMANTES EINFAMILIENHAUS MIT TRAUMHAFTEM GRUNDSTÜCK,RE/MAX Living - MDV Consult GmbH,2.900.000 €
Diedorf (Lettenbach),290 m²,6 Zi.,568 m² Grundstück,Kaufen und sofort einziehen! Möbliertes Wohnglück mit viel Platz,SK Immo-Agent,1.080.000 €
Buch am Forst (Buch am Forst),150 m²,5 Zi.,480 m² Grundstück,"Ideal für Kapitalanleger! Zweifamilienhaus mit Garten, Terrasse, Balkon und 3 Garagen",Homeday GmbH,220.000 €
"Lappersdorf , Oberpf (Harreshof)",235 m²,8 Zi.,1000 m² Grundstück,Repräsentatives Haus mit einzigartigem Ausblick in ruhiger Lage von Lappersdorf!,HSI GmbH &amp; Co. KG,939.000 €
Waldershof (Waldershof),199 m²,5 Zi.,870 m² Grundstück,"Exklusive Villa auf großzügigem Grundstück mit Wintergarten, Ferienwohnung und Sauna in Waldershof",Rupprecht &amp; Kappl Immobilien,549.000 €
Fürth (Oberfürberg),128.29 m²,4 Zi.,341 m² Grundstück,VON POLL|NEUBAU Moderne Doppelhaushälfte mit vielen Optionen in Oberfürberg,VON POLL IMMOBILIEN Fürth - Jürgen Maringer,750.423 €
Pliening (Pliening),224 m²,7 Zi.,676 m² Grundstück,EFH/ZFH - ALPENBLICK BEI FÖHN - TRAUMHAFTER GARTEN - 7 ZIMMER - PROVISIONSFREI,ohne-makler.net - Immobilien selbst vermarkten,1.990.000 €
Aichach (Klingen),140 m²,5 Zi.,600 m² Grundstück,Wohnglück an der Natur ,SK Immo-Agent,510.000 €
Münchberg (Münchberg),130 m²,5 Zi.,100 m² Grundstück,***Attraktive Doppelhaushälfte **SOFORT VERFÜGBAR***,vub makler GmbH &amp; Co. KG,169.000 €
Nürnberg (Weiherhaus),136.5 m²,3 Zi.,503 m² Grundstück,offene Besichtigung am 23.04.2023,ohne-makler.net - Immobilien selbst vermarkten,795.000 €
Bad Kissingen (Bad Kissingen),257 m²,8 Zi.,952 m² Grundstück,"Exklusive, luxuriöse Villa am Waldrand mit phantastischem Ausblick",MARQUART Immobilien,829.000 €
"Talstraß 5, Kettershausen (Bebenhausen)",136.76 m²,5 Zi.,508 m² Grundstück,Ehemaliges Bauernhaus mit Stadel,Immobilien FREY,330.000 €
Neuhaus am Inn (Neuhaus),189 m²,7 Zi.,705 m² Grundstück,"Gemütliches Zweifamilienhaus mit Wintergarten und Holzofenkamin, frei","Georg Fraunhofer, Immobilien",388.000 €
Schongau,126 m²,3 Zi.,467 m² Grundstück,"Wohnhaus in exklusiver Lage, nahe der Altstadt mit Garten, Garage und Carport",Immobilien FREY,775.000 €
Bad Rodach (Heldritt),,5 Zi.,775 m² Grundstück,Endlich zu Hause angekommen.,Town &amp; Country Franchisepartnerin Heike Richter,auf Anfrage
Michelau in Oberfranken (Neuensee),92 m²,3 Zi.,585 m² Grundstück,Mit zwei Schritten vom Schlafzimmer auf der Terrasse.,Enrico Karl Town &amp; Country Franchisepartner,269.565 €
Markt Wald (Markt Wald),288 m²,11 Zi.,778 m² Grundstück,Großes und vielseitig nutzbares Mehrfamilienhaus in Markt Wald,Königskinder Immobilien GmbH,598.000 €
München (Bogenhausen),383 m²,14 Zi.,620 m² Grundstück,Bestlage Maxvorstadt - Attraktives Studentenwohnheim mit großem Entwicklungspotential,Pazaurek Immobilien GbR,7.400.000 €
Werneck (Stettbach),116 m²,4 Zi.,469 m² Grundstück,"Innen hui!  Einfamilienhaus + Garten mit Gartenhaus in 97440 Werneck-Egenhausen, 25 Min bis Würzburg, 13 Min bis Schweinfurt (ID 10285)",Karin Sacher Immobilien,270.000 €
"Hans-Gentner-Straße 2, Pegnitz (Pegnitz)",296 m²,9 Zi.,1072 m² Grundstück,Über den Dächern der Stadt - Architektenhaus mit Fernblick in zentraler Lage,Gubesch Immobilien,548.000 €
"Dexerberg 3, Penzing (Ramsach)",322 m²,11.5 Zi.,1095 m² Grundstück,3-Parteien-Haus in Penzing-Ramsach mit sehr großem Garten,Immobilien Christian Alexander Leitl,899.000 €
Illertissen (Au),215.57 m²,9 Zi.,819 m² Grundstück,Raumwunder! Zweifamilienhaus mit viel Potential und schönem Grundstück,Scheffold Immobilien GmbH,539.000 €
Erding (Pretzen),155 m²,5 Zi.,179 m² Grundstück,Top gepflegtes Reihenmittelhaus in familienfreundlicher Lage bei Erding,SIB Suevia Immobilien Beteiligungs GmbH,799.000 €
Roßbach (Obergrafendorf),283 m²,7 Zi.,2800 m² Grundstück,"Traumhaftes Sacherl mit Nebengebäude, PV Anlage und großzügigem Gartengrundstück",Immo Dienstleistungen ZASS,652.000 €
Marktleugast (Marktleugast),163.49 m²,5 Zi.,970 m² Grundstück,Erfüllen Sie sich Ihren Traum vom Eigenheim,Allkauf Haus GmbH,302.729 €
Schwandorf (Höflarn),133 m²,6 Zi.,754 m² Grundstück,Zweifamilienhaus mit großem Garten und Erweiterungspotenzial in Schwandorf/Kronstetten***,Wüstenrot Immobilien Straubing,299.000 €
München (Feldmoching-Hasenbergl),112 m²,4 Zi.,710 m² Grundstück,"*München Feldmoching* Charmantes, top gepflegtes Einfamilienhaus mit Wohlfühlgarten",Andrea Klein Immobilien,2.195.000 €
Bobingen (Bobingen),144 m²,5 Zi.,281 m² Grundstück,Traumhaft schöne Doppelhaushälfte  im italienischen Landhausstil in attraktiver Lage,Armbruster Immobilien,679.000 €
Bad Kötzting (Grub),350 m²,10 Zi.,1000 m² Grundstück,"Mehrfamilienhs.Bj. 1970 Wfl.350/1000 qm gr. 93471 Niederndorf, bei Bad Kötzting (9 km)",Ciemienga-Immobilien,350.000 €
Kulmbach (Kulmbach),140 m²,6 Zi.,839 m² Grundstück,Wohnhaus mit sehr viel Potential in Kulmbach,Sparkasse Kulmbach-Kronach i. V. der Sparkassen-Immobilien-Vermittlungs- GmbH,295.000 €
Fischach (Fischach),310 m²,8 Zi.,2857 m² Grundstück,***Bauland mit Altbestand***,ORANGE Immobilienagentur,999.000 €
Alzenau (Alzenau),272 m²,10 Zi.,670 m² Grundstück,Immobilien Ensemble mit 2 Häusern auf 2 Flurstücken in Alzenau-Stadt!,Tunk Immobilien GbR,745.000 €
Würzburg (Altstadt),185 m²,6 Zi.,1425 m² Grundstück,NEU! Wer will und kann noch ein Haus bauen? Geplantes AMBIENTE-MASSIVHAUS in Würzburg-Frankenwarte!,BELA IMMOBILIEN,992.000 €
Haag (Haag),161 m²,,1006 m² Grundstück,"Doppelhaushälfte in 95473 Haag, Hohe Leite",Argetra GmbH,285.000 €
Schwarzenbruck (Oberlindelburg),145 m²,5 Zi.,300 m² Grundstück,TOP-gepflegte Doppelhaushälfte in ruhiger Lage - Direkt zum Einziehen!!!,IZB Immobilien Zentrum Bayern GmbH,495.000 €
München (Pasing-Obermenzing),170 m²,5 Zi.,58 m² Grundstück,NEU * Exklusives Townhouse mit Südgarten und 2 TG Plätze,Pienzenauer Immobilien,1.640.000 €
Donauwörth (Donauwörth),265 m²,11 Zi.,335 m² Grundstück,Wohn- und Geschäftshaus im Zentrum,Immobilien Mader,995.000 €
Weigendorf (Högen),92 m²,4 Zi.,2832 m² Grundstück,*KÄUFERPROVISIONSFREI* Kleines Familienglück in idyllischer Lage,CENTURY 21 N1 Immobilien,366.700 €
Pfakofen (Pfakofen),245.62 m²,7 Zi.,620 m² Grundstück,Modernisiertes Einfamilienhaus zum Wohlfühlen,newLevel.Immobilien GmbH,519.000 €
Perlesreut (Hangalzesberg),274 m²,5 Zi.,6721 m² Grundstück,*Freistehendes Einfamilienhaus mit Doppelgarage &amp; Areal in Hangalzesberg,KWF-Kanzlei für Wirtschaft und Finanzdienste GmbH,183.000 €
Geretsried / Gartenberg (Gartenberg),195 m²,8 Zi.,894 m² Grundstück,***Einfamilien- oder Zweifamilienhaus - Anwesen in Bestlage Geretsried-Gartenberg***,ORANGE Immobilienagentur,1.195.000 €
Nürnberg (Langwasser),125 m²,4 Zi.,237 m² Grundstück,"ÜBERNAHME KfW-KREDIT (1,93% eff.) MÖGLICH: RENOVIERTES REIHENMITTELHAUS NÜRNBERG-LANGWASSER MIT ÜBERDACHTER TERRASSE IN RUHIGER LAGE NAHE KLINIKUM-SÜD",Gerdi Zwingel Immobilien oHG,498.000 €
Dorfen (Oberdorfen),182.76 m²,5 Zi.,450 m² Grundstück,"Lichtdurchflutet, modern, luxuriös und stilvoll: Neuwertiges Einfamilienhaus in toller Lage.",Wüstenrot Immobilien,995.000 €
Dasing (Dasing),345 m²,,799 m² Grundstück,"Mehrfamilienhaus in 86453 Dasing, Zugspitzstr.",Argetra GmbH,960.000 €
Üchtelhausen (Hesselbach),296 m²,9 Zi.,828 m² Grundstück,Interessante Kapitalanlage - Renoviertes Mehrfamilienhaus im Lkr Schweinfurt,Kroll Immobilien,442.500 €
Haibach (Haibach),268 m²,8 Zi.,500 m² Grundstück,Wohlfühlhaus in gesuchter Lage,VON POLL IMMOBILIEN Aschaffenburg - Alexander Rauh e. K.,890.000 €
München (Moosach),159 m²,5 Zi.,186 m² Grundstück,Ganz nach Ihren Wünschen gestaltbarer Neubau Doppelhaushälfte in Moosach.,EDE INVEST GmbH &amp; Co. KG,1.360.000 €
Gauting (Gauting),145 m²,5 Zi.,193 m² Grundstück,Eine Familienidylle ganz nach Ihren Wünschen - Neubau Reiheneckhaus  PROVISIONSFREI!,EDE INVEST GmbH &amp; Co. KG,1.417.000 €
Alzenau (Wasserlos),260 m²,10 Zi.,441 m² Grundstück,Ihr Haus im Glück....... für Clever Käufer,Carpe Diem Immobilien Siegbert Blattner,729.000 €
Bad Füssing (Aigen),130 m²,3 Zi.,1540 m² Grundstück,Zwei identische Bungalows auf einem gemeinsamen Grundstück in der Nähe von Bad Füssing in Österreich - Luxöriös - Neuwerig - Traumhaft,IAD Immobilien Agentur Deutschland GmbH,1.050.000 €
Wörth a.d.Donau (Wörth),148 m²,4 Zi.,336 m² Grundstück,Doppelhaushälfte in Wörth a. d. Donau - Neubau!,IAD Immobilien Agentur Deutschland GmbH,520.000 €
Reut (Noppling),139 m²,5 Zi.,780 m² Grundstück,Leben in der Natur - Charmantes Einfamilienhaus mit großem Garten und Terrasse in ruhiger Lage!,CENTURY 21 Golden time Immobilien,440.000 €
Deggendorf (Fischerdorf),274 m²,9 Zi.,600 m² Grundstück,Exklusives Zweifamilienhaus in Deggendorf,IAD Immobilien Agentur Deutschland GmbH,1.390.000 €
Arnbruck (Arnbruck),220 m²,7 Zi.,575 m² Grundstück,Zwei- Dreifamilienhaus mit großer Terrasse und außergewöhnlicher Aussicht,IAD Immobilien Agentur Deutschland GmbH,299.999 €
Oberpframmern (Tal),115 m²,6 Zi.,1041 m² Grundstück,Sanierung oder Neubebauung - Einfamilienhaus auf sonnigem Grundstück in ruhiger Lage,Raiffeisen-Volksbank Ebersberg eG,1.199.999 €
Cham/Kothmaißling (Kothmaißling),230 m²,8 Zi.,818 m² Grundstück,"Schnäppchen, massives 2 Familienhaus",IAD Immobilien Agentur Deutschland GmbH,359.000 €
Waldkraiburg (Waldkraiburg),463 m²,18 Zi.,855 m² Grundstück,Gut vermietet und gepflegt! Mehrfamilienhaus in Waldkraiburg,Flori Immobilien GmbH &amp; Co. KG,1.190.000 €
Regensburg (Konradsiedlung-Wutzlhofen),207 m²,8 Zi.,561 m² Grundstück,| Eigenheim &amp; Kapitalanlage in Einem! |  ZFH mit Einliegerwohnung und schönem Garten in ruhiger Lage,RE/MAX in Regensburg und Ostbayern,849.000 €
"Zainhammer 2, Warmensteinach (Zainhammer)",145 m²,4 Zi.,613 m² Grundstück,RESERVIERT: 2014 komplett renoviert! Einfamilienhaus in idyllischer Alleinlage,HomeRun Immobilien GmbH,227.000 €
Germering (Germering),125 m²,4 Zi.,227 m² Grundstück,Viel Platz! Luxuriös! Sofort beziehbar!,Immobilien-Today e.Kfm.,960.000 €
Ingolstadt (Ingolstadt),120 m²,4 Zi.,190 m² Grundstück,KENSINGTON - Exclusiv - Reihenendhaus in Ingolstadt in zentraler Lage am Wasserwerk,KENSINGTON Finest Properties München GmbH,549.000 €
Augsburg / Lechhausen (Lechhausen),119 m²,5 Zi.,257 m² Grundstück,"Sicherheit, Ehrlichkeit, Kompetenz: LAYER - Wir bauen hier für Sie!",Layer Holding AG,911.460 €
München (Thalk.Obersendl.-Forsten-Fürstenr.-Solln),100 m²,5 Zi.,412 m² Grundstück,Doppelhaushälfte in absoluter Traumlage mit Energieberatung zur energetischen Sanierung,ISB MÜNCHEN IMMOBILIEN GMBH,1.427.000 €
Burghausen (Burghausen),160 m²,8 Zi.,439 m² Grundstück,GROßE DOPPELHAUSHÄLFTE MIT ANBAU FÜR GEWERBE ODER EINLIEGERWOHNUNG - BESTLAGE - GARTEN - GARAGE - KELLER,Reichelt Immobilien,535.000 €
Eckental (Eckenhaid),115 m²,4 Zi.,602 m² Grundstück,Handwerkliches Geschick gefragt! Sanierungsbedürftiges EFH in Eckental!,Postbank Immobilien GmbH,359.000 €
