location,size,rooms,land_area,description,seller,price
Schwabach (Schwabach),441 m²,21 Zi.,495 m² Grundstück,Gut vermietetes Mehrfamilienhaus mit 8 Wohneinheiten in Schwabach,Homeday GmbH,915.000 €
"Marktl , Inn (Marktl)",160 m²,7 Zi.,610 m² Grundstück,Freistehendes Einfamilienhaus in sonniger Wohnlage von Marktl,Stölzl Immobilien,498.000 €
Scherstetten (Scherstetten),114 m²,4 Zi.,526 m² Grundstück,*Absolute Rarität* Ein BAUFRITZ - Gesundheitshaus mit Anbaumöglichkeit,AMG Immobilien GmbH,649.000 €
Kunreuth (Weingarts),238.57 m²,7 Zi.,1100 m² Grundstück,Generationshaus  mit Einliegerwohnung zur Vermietung oder für den Eigenbedarf inklusive Grundstück in Bestlage,allkauf haus GmbH,729.000 €
Pfarrweisach (Pfarrweisach),123 m²,4 Zi.,714 m² Grundstück,Sie haben den Wunsch wir haben das Haus auf einem geplanten Grundstück,allkauf haus GmbH,285.000 €
Adelsdorf (Neuhaus),151 m²,5 Zi.,510 m² Grundstück,Energie sparen mit Allkauf,allkauf haus GmbH,585.000 €
Forchheim (Forchheim),140 m²,5 Zi.,660 m² Grundstück,Ein Traum wird wahr - auf einem geplanten Grundstück,allkauf haus GmbH,649.000 €
Zapfendorf (Oberoberndorf),140 m²,5 Zi.,700 m² Grundstück,Viel Platz für die ganze Familie und das auf einer Ebene in einer traumhaften Lage inklusive Grundstück,allkauf haus GmbH,450.000 €
Schlüsselfeld (Reichmannsdorf),123 m²,4 Zi.,280 m² Grundstück,HERO - unsere heldenhaften Häuser mit Energiespargutschein,allkauf haus GmbH,199.000 €
Bamberg (Gaustadt),112.64 m²,3 Zi.,1100 m² Grundstück,Kleines Haus großes Glück - Doppelhaushälfte - geplant in bester Lage,allkauf haus GmbH,450.000 €
Eltmann (Roßstadt),123 m²,4 Zi.,1050 m² Grundstück,Wir verwirklichen Ihren Traum auf einem realen Grundstück in Bestlage,allkauf haus GmbH,299.000 €
Hallstadt (Hallstadt),123 m²,4 Zi.,500 m² Grundstück,Sie haben den Wunsch wir haben das Haus auf einem geplanten Grundstück,allkauf haus GmbH,399.000 €
Ebelsbach (Rudendorf),182 m²,5 Zi.,900 m² Grundstück,Ihr Traumhaus auf einem Traum-Grundstück,allkauf haus GmbH,398.000 €
Bischberg (Bischberg),182 m²,5 Zi.,650 m² Grundstück,Life is Life - Modernes großzügiges Wohnhaus auf einem geplanten Grundstück in Bestlage,allkauf haus GmbH,699.000 €
Frensdorf (Birkach),123 m²,4 Zi.,800 m² Grundstück,Wir verwirklichen Ihren Traum,allkauf haus GmbH,295.000 €
Hirschaid (Hirschaid),262.37 m²,8 Zi.,900 m² Grundstück,Sie haben den Wunsch wir haben das Haus auf einem geplanten Grundstück,allkauf haus GmbH,840.000 €
Knetzgau (Westheim),151 m²,5 Zi.,400 m² Grundstück,Lebe deinen Traum - energieeffizientes Einfamilienhaus in traumhafter Lage,allkauf haus GmbH,295.000 €
Ebrach (Eberau),151 m²,5 Zi.,800 m² Grundstück,EnergiesparHELDEN - Unser Aktionshaus bei Allkauf,allkauf haus GmbH,335.000 €
Pommersfelden (Steppach),151 m²,5 Zi.,630 m² Grundstück,Lebe deinen Traum - energieeffizientes Einfamilienhaus in traumhafter Lage,allkauf haus GmbH,399.000 €
Knetzgau (Westheim),123 m²,4 Zi.,400 m² Grundstück,Auf gute Nachbarschaft in bester Lage,allkauf haus GmbH,265.000 €
Altdorf bei Nürnberg (Weinhof),245.2 m²,5 Zi.,1300 m² Grundstück,"Bauhaus ""Cult"" - großzügiges Kubushaus auf einem geplanten Grundstück in Bestlage",allkauf haus GmbH,995.000 €
Nürnberg (Gaismannshof),112.64 m²,3 Zi.,200 m² Grundstück,Kleines Haus großes Glück - Doppelhaushälfte - geplant in bester Lage,allkauf haus GmbH,545.000 €
Altenkunstadt (Woffendorf),166.69 m²,4 Zi.,1000 m² Grundstück,Hereinspaziert - moderne Cityvilla sucht Bauherren,allkauf haus GmbH,495.000 €
Eltmann (Roßstadt),140 m²,5 Zi.,1050 m² Grundstück,Viel Platz für die ganze Familie und das auf einer Ebene in einer traumhaften Lage inklusive Grundstück,allkauf haus GmbH,395.000 €
Memmelsdorf (Memmelsdorf),159.18 m²,5 Zi.,500 m² Grundstück,Hereinspaziert - energieeffizientes Haus in Memmelsdorf geplant,allkauf haus GmbH,595.000 €
Schonungen / Marktsteinach (Marktsteinach),175.79 m²,7 Zi.,1055 m² Grundstück,Glücksgriff in 97453 Schonungen/Marktsteinach,VR Immobilien &amp; Service GmbH,448.000 €
Sonnefeld (Sonnefeld),150 m²,7 Zi.,300 m² Grundstück,Charmantes EFH mit Weitblick,Engel &amp; Völkers Coburg     EV Oberfranken Immobilien oHG,180.000 €
Herzogenaurach (Herzogenaurach),286 m²,10 Zi.,894 m² Grundstück,Zweifamilienhaus mit Einliegerwohnung zur Kapitalanlage,VR Bank Erlangen-Höchstadt-Herzogenaurach  - ImmoService,688.000 €
Pottenstein (Pottenstein),142.34 m²,5 Zi.,760 m² Grundstück,Lebe deinen Traum -  mit  Grundstück in traumhafter Lage in Pottenstein,allkauf haus GmbH,335.000 €
Eggolsheim (Unterstürmig),142.34 m²,5 Zi.,680 m² Grundstück,Träume werden wahr -  inklusive Grundstück in traumhafter Lage in Eggolsheim,allkauf haus GmbH,449.000 €
Poxdorf,142.34 m²,5 Zi.,450 m² Grundstück,Großer Traum für kleines Geld -  inklusive Grundstück in traumhafter Lage in Poxdorf,allkauf haus GmbH,539.000 €
Drachselsried (Unterried),1490 m²,,3000 m² Grundstück,HOTELIERS UND GASTRONOMEN AUFGEPASST! - EXKLUSIVES PREMIUM CHALETDORF MIT LUXUS-LOGDES AUF ÜBER 1.400 M² WOHNFLÄCHE UND ÜBER 3.000 M² GRUND ,ENGEL &amp; VÖLKERS  Altbayern • Burghausen • Mühldorf • Passau • Pfarrkirchen ••• EuV Immobilien.GmbH,2.500.000 €
Weilersbach (Weilersbach),142.34 m²,5 Zi.,660 m² Grundstück,Ihr Traumhaus zum Festpreis  inklusive Grundstück in traumhafter Lage in Weilersbach,allkauf haus GmbH,559.000 €
Schwabach (Limbach),163.2 m²,8 Zi.,772 m² Grundstück,Stark renovierungsbedürftiges Wohnhaus in Schwabach-Limbach mit ca. 772 m² Grundstück,RI Immobilien,540.000 €
Kößlarn (Kößlarn),225 m²,7 Zi.,1004 m² Grundstück,*** Modernisiertes Land-Traumhaus mit Fernblick &amp; vielen Extras!! ***,ORANGE Immobilienagentur,539.000 €
Heimbuchenthal,136.78 m²,4 Zi.,460 m² Grundstück,Gemeinsam mit Allkauf-Haus +Ihr Traum wird wahr*Preisgarantie* Liefergarantie uvm.,Bernd Schmidt,320.000 €
Stiefenhofen,115.09 m²,4 Zi.,356 m² Grundstück,Gepflegte Doppelhaushälfte mit Garten zwischen Isny und Oberstaufen,Keck Immobilien &amp; Vermietungen,595.000 €
Rottenburg (Oberhatzkofen),180 m²,6 Zi.,596 m² Grundstück,Traumdomizil mit viel Platz für die Familie!,Sparkasse Landshut in Vertretung der Sparkassen-Immobilien-Vermittlungs-GmbH,449.000 €
Sankt Wolfgang (St. Wolfgang),224 m²,6 Zi.,490 m² Grundstück,Investitionschanche-Zweifamilienhaus mit zwei unabhängigen Wohneinheiten,HS-IMMOBILIEN,920.000 €
Büchenbach (Aurau),131 m²,5 Zi.,635 m² Grundstück,Modernes EFH in Büchenbach/Aurau,Sparkasse Nürnberg ImmobilienCenter,699.000 €
"Friedenstr  32, / Ecke Lerchenstr. 5, Germering (Unterpfaffenhofen)",129.3 m²,4 Zi.,330 m² Grundstück,Neubau Reiheneckhaus mit ökologischer Luft-Wasser-Wärmepumpe - keine fossilen Brennstoffe,Wohnform Immobilienmarketing GbR,1.299.900 €
Landau an der Isar (Landau),400 m²,26 Zi.,200 m² Grundstück,*Für Kapitalanleger* Vollständig vermietetes Stadthaus im Herzen von Landau an der Isar,Debeka Bausparkasse AG,1.350.000 €
Bindlach (Bindlacher Berg),165.57 m²,6 Zi.,647 m² Grundstück,Einfamilienhaus mit zwei Einliegerwohnungen in ruhiger Lage - Bindlacher Berg!!,Rieger Immobilien UG (haftungsbeschränkt),425.000 €
Gefrees (Gefrees),122 m²,5 Zi.,600 m² Grundstück,Ihr ganz persönlicher Raum für das wahre Glück!,Verkaufsbüro Erfurt der KH Massivhaus Dresden GmbH,375.900 €
Nittenau / Brunn (Brunn),166 m²,5 Zi.,856 m² Grundstück,Geräumiges und freistehendes Ein- oder Zweifamilienhaus mit großzügigem Garten,Bricks &amp; Mortar Immobilien National GmbH,385.000 €
Hohenbrunn (Hohenbrunn),220 m²,8 Zi.,518 m² Grundstück,Besondere Gelegenheit für Anspruchsvolle -  Doppelhaushälfte mit Flair in der Gemeinde Hohenbrunn,Perkmann Immobilien,1.850.000 €
Oberottmarshausen,415 m²,11 Zi.,1650 m² Grundstück,Großes familienfreundliches Anwesen in Ortsrandlage in Oberottmarshausen,Licus AG,1.695.000 €
Ebersberg (Ebersberg),150 m²,4 Zi.,468 m² Grundstück,Traumhaftes Einfamilienhaus in spitzen Wohnlage!,Tuscher Immobilien GmbH,1.150.000 €
Töging (Töging),80 m²,5 Zi.,825 m² Grundstück,Renovierungsbedürftige Doppelhaushälfte in Töging am Inn,Sparkasse Altötting-Mühldorf,349.000 €
Ampfing (Ampfing),140 m²,5 Zi.,411 m² Grundstück,München in nur ca. 40 Minuten erreichbar!,Sparkasse Altötting-Mühldorf,530.000 €
Waldkraiburg (Waldkraiburg),124 m²,4 Zi.,163 m² Grundstück,Wohntraum auf drei Ebenen!,Sparkasse Altötting-Mühldorf,449.000 €
Mühldorf (Mühldorf),120 m²,5 Zi.,331 m² Grundstück,Äußerst gepflegte Immobilie in toller Lage,Sparkasse Altötting-Mühldorf,528.000 €
Ebersdorf bei Coburg (Großgarnstadt),192.82 m²,8 Zi.,1305 m² Grundstück,"2-Familienhaus mit Garten, Garage und Carport in beliebtem Ortsteil von Ebersdorf bei Coburg",Lange Immobilien GmbH,325.500 €
Dachau (Dachau),123 m²,5 Zi.,170 m² Grundstück,Reihenmittelhaus Dachau auf Erbbaurecht,ohne-makler.net - Immobilien selbst vermarkten,675.000 €
Bergheim (Unterstall),121 m²,5 Zi.,540 m² Grundstück,Freuen Sie sich auf Ihre Zukunft in Ihrem lichtdurchfluteten Haus - Nähe Ingolstadt,Feiner Hausbau GmbH &amp; Co. KG Town &amp; Country Lizenz-Partner,625.170 €
Mühldorf am Inn (Mühldorf),170 m²,7 Zi.,630 m² Grundstück,"Gepflegtes, modernisiertes Zweifamilien oder Mehrgenerationenhaus zu verkaufen.",IAD Immobilien Agentur Deutschland GmbH,749.000 €
Waldkraiburg (Waldkraiburg),162 m²,10 Zi.,400 m² Grundstück,Schäppchen! Nicht freistehender Souterrain Bungalow Preisgünstig zu verkaufen.,IAD Immobilien Agentur Deutschland GmbH,460.000 €
Kümmersbruck (Lengenfeld),250 m²,8 Zi.,710 m² Grundstück,Tolles Anwesen in sehr gehobener Wohnsiedlung!,IAD Immobilien Agentur Deutschland GmbH,749.000 €
Inning am Ammersee (Inning),162 m²,5 Zi.,394 m² Grundstück,Herrlicher Südgarten und große Doppelhaushälfte mit zwei Home Offices in Fußnähe zum Ammersee,EDE INVEST GmbH &amp; Co. KG,1.340.000 €
Landsberg (Landsberg),122 m²,,144 m² Grundstück,"Reihenmittelhaus in 86899 Landsberg, Am Alten Sägwerk",Argetra GmbH,560.000 €
Mammendorf (Mammendorf),240 m²,8 Zi.,705 m² Grundstück,***Ein Haus zum Verlieben!***,vub makler GmbH &amp; Co. KG,1.600.000 €
München / Westpark (Sendling-Westpark),220.33 m²,6 Zi.,625 m² Grundstück,Repräsentative Villa im mediteranen Stil,Pienzenauer Immobilien,2.490.000 €
Ingolstadt (Mühlhausen),170 m²,5 Zi.,691 m² Grundstück,~Niedrigenergiehaus für Familien auf dem Land und doch stadtnah ~ hier können Sie sofort einziehen ~,Garant Immobilien Franken GmbH,870.000 €
Henfenfeld,140.6 m²,,323 m² Grundstück,Moderne Doppelhaushälfte im Nürnberger Land,Wening Wohnbau GmbH,489.000 €
Ruhstorf an der Rott (Ruhstorf),200 m²,8 Zi.,789 m² Grundstück,gepflegtes Einfamilienhaus in Ruhstorf mit Doppel-Garage u. Garten,F.Lidl Immobilien,439.000 €
Isen (Isen),210 m²,7 Zi.,800 m² Grundstück,"Hier kann man sich entfalten, sehr großes Einfamilienhaus im schönen Isen!",HS-IMMOBILIEN,690.000 €
Lauben (Heising),170 m²,4 Zi.,1785 m² Grundstück,Großzügiges Anwesen in exponierter Lage!,EV Kempten GmbH &amp; Co. KG,990.000 €
Redwitz (Mannsgereuth),110 m²,4 Zi.,810 m² Grundstück,Ein charmanter Platz im Grünen,Postbank Immobilien GmbH,175.000 €
Ansbach (Ansbach),165 m²,7 Zi.,130 m² Grundstück,Interessantes Wohn- und Geschäftshaus in zentraler Altstadtlage,VON POLL IMMOBILIEN Ansbach - Wittmann Real Estate GmbH,369.000 €
Mering (Mering),282 m²,8.5 Zi.,714 m² Grundstück,Rarität! Sehr schönes Anwesen im Herzen von Mering bestehend aus 2 DHH,DAHLER Augsburg,1.480.000 €
Egglkofen (Egglkofen),243 m²,9 Zi.,2098 m² Grundstück,Exklusives Wohnhaus mit Einliegerwohnung  inkl. Gewerbehalle und Büro,PlanetHome Group GmbH,auf Anfrage
Laufach (Laufach),225 m²,6.5 Zi.,580 m² Grundstück,Wohnen in idyllischer und ruhiger Lage mit Platz für die ganze Familie!,Postbank Immobilien Aschaffenburg,645.000 €
Mespelbrunn (Mespelbrunn),360 m²,13.5 Zi.,527 m² Grundstück,Aufgepasst Preissenkung! Kernsaniertes Ein-/Zweifamilienhaus vor den Toren des Spessarts!,Postbank Immobilien Aschaffenburg,570.000 €
Teisnach (Busmannsried),188 m²,5 Zi.,1197 m² Grundstück,"Einfamilienhaus mit viel Natur vor der Haustüre.  Für alle, die abseits von Hektik die Ruhe und Idylle suchen.",Immobilien Zaglauer &amp; Gegenfurtner,679.000 €
Pocking (Indling),487 m²,12 Zi.,465 m² Grundstück,2 Wohn- und Geschäftshäuser mit zusätzlichem Baugrund in Pocking zu verkaufen,F.Lidl Immobilien,1.047.000 €
Bernried (Birket),210 m²,,683 m² Grundstück,Zweifamilienhaus in ruhiger und bevorzugter Wohnlage mit Aussicht ins Perlbachtal Nähe Schloss Egg,Immobilien Gstettenbauer,349.000 €
Polsingen (Döckingen),160 m²,6 Zi.,408 m² Grundstück,Zweifamilienhaus mit Nebengebäude in Döckingen,Raiffeisenbank Weißenburg-Gunzenhausen eG,260.000 €
Oberschwarzach (Handthal),200 m²,10 Zi.,3100 m² Grundstück,Top Preis! Viel Raum für Ihre Ideen!,Thomas Schaller Immobilien,447.000 €
Forstinning (Forstinning),143.15 m²,4.5 Zi.,323 m² Grundstück,Familienparadies - Tolle DHH mit sonnigem Garten &amp; 2 Garagen im Herzen Forstinnings,ohne-makler.net - Immobilien selbst vermarkten,949.000 €
"Hansastraße 5, Fürth (Unterfarrnbach)",107 m²,4 Zi.,124 m² Grundstück,Alternative zur 4-Zimmer-Wohnung! Reihenmittelhaus in zentraler Lage im WESTWINKEL FÜRTH,ESW Bauträger GmbH,614.500 €
Gauting / Stockdorf (Stockdorf),134.27 m²,5 Zi.,1090 m² Grundstück,Viel Platz zum Leben,VR Immobilien &amp; Versicherung StarnbergAmmersee GmbH,1.995.000 €
Schnaittach (Schnaittach),378 m²,12 Zi.,400 m² Grundstück,Wohn- und Geschäftshaus in zentraler Lage von Schnaittach,PlanetHome Group GmbH,595.000 €
Hiltenfingen,130 m²,7 Zi.,837 m² Grundstück,Schmuckes Einfamilienhaus mit großem Grundstück,VON POLL IMMOBILIEN Landsberg am Lech - Dirk Bolsinger,598.000 €
Straubing (Straubing),200 m²,5 Zi.,536 m² Grundstück,Außergewöhnliche Stadtvilla mit gepflegtem Garten und Pool mit Wohlfühlatmosphäre,Gerl Immobilien,1.198.000 €
Coburg (Coburg),250.2 m²,,227 m² Grundstück,Top Kapitalanlage: Mehrfamilienhaus mit 4 Wohnungen und Stellplätzen in Coburg-Zentrum,Leib Immobilien GmbH,465.000 €
Parsberg (Parsberg),170 m²,5 Zi.,616 m² Grundstück,Wohnen in ruhiger Ortsrandlage,Sparkasse Neumarkt-Parsberg in Vertretung der Sparkassen-Immobilien-Vermittlungs-GmbH,670.000 €
Nürnberg (Langwasser),135 m²,,384 m² Grundstück,"Einfamilienhaus in 90473 Nürnberg, Georg-Ledebour-Str.",Argetra GmbH,489.000 €
Nürnberg (Langwasser),135 m²,,384 m² Grundstück,"Einfamilienhaus in 90473 Nürnberg, Georg-Ledebour-Str.",Argetra GmbH,489.000 €
Landsberg (Landsberg),122 m²,,144 m² Grundstück,"Reihenmittelhaus in 86899 Landsberg, Am Alten Sägwerk",Argetra GmbH,560.000 €
Windach (Windach),158 m²,,707 m² Grundstück,"Einfamilienhaus in 86949 Windach, Lindenstr.",Argetra GmbH,888.000 €
Windach (Windach),158 m²,,707 m² Grundstück,"Einfamilienhaus in 86949 Windach, Lindenstr.",Argetra GmbH,888.000 €
Deggendorf (Deggendorf),100 m²,,512 m² Grundstück,"Einfamilienhaus in 94469 Deggendorf, Kleinsiedlung",Argetra GmbH,322.000 €
Deggendorf (Deggendorf),100 m²,,512 m² Grundstück,"Einfamilienhaus in 94469 Deggendorf, Kleinsiedlung",Argetra GmbH,322.000 €
Neufahrn bei Freising (Neufahrn),150 m²,7 Zi.,280 m² Grundstück,"Große DHH mit viel Platz, Garage und Stellpl. in bevorzugter Wohnlage, Neufahrn (S1)",Kufner Immobilien GmbH,1.123.000 €
Dürrlauingen (Mindelaltheim),120 m²,4 Zi.,883 m² Grundstück,Neuwertiges Einfamilienhaus mit große Terasse ohne Maklergebühr,ohne-makler.net - Immobilien selbst vermarkten,625.000 €
Neusäß (Neusäß),120 m²,5 Zi.,253 m² Grundstück,Gepflegte Doppelhaushälfte - sehr nahe am Uniklinikum Augsburg!,Finanzkanzlei MLH Immobilien GmbH,525.000 €
"Laubenstraße 6b, Irgertsheim (Irgertsheim)",145 m²,6 Zi.,336 m² Grundstück,*TOP*_Doppelhaushälfte in Irgertsheim zu verkaufen,ohne-makler.net - Immobilien selbst vermarkten,669.000 €
Haldenwang (Haldenwang),204 m²,8 Zi.,482 m² Grundstück,Hier haben Sie Platz!,Immoblienvermittlung der Raiffeisenbank im Allgäuer Land eG,750.000 €
Markt Taschendorf (Obertaschendorf),141 m²,,2315 m² Grundstück,"Ehemalige Hofstelle, idyllisch gelegen am Ortsrand, mit Platz für Pferde-, Tierhaltung !",Morhardt-Immobilien,255.000 €
Steinhöring (Steinhöring),240 m²,,755 m² Grundstück,Mehrfamilienhaus sucht Handwerker,Finanzhaus Sedlmeier,900.000 €
Dürrwangen (Dürrwangen),133 m²,6 Zi.,809 m² Grundstück,"***GROSSES EINFAMILIENHAUS MIT AUSBAUPOTENZIAL IM 1.OG, VOLL UNTERKELLERT***",Immobilien Julia Grauf,320.000 €
Gochsheim (Gochsheim),123 m²,6 Zi.,150 m² Grundstück,Das wird Ihr Familiennest,Engel &amp; Völkers Schweinfurt,325.000 €
Apfeldorf (Apfeldorf),200 m²,6 Zi.,540 m² Grundstück,Apfeldorf das gemütliche große 1 bis 2 Fam. Haus mit kl. ELW in 86974 Lkr. Landsberg Lech PRIVAT,ohne-makler.net - Immobilien selbst vermarkten,620.000 €
Burglengenfeld (Burglengenfeld),150 m²,6 Zi.,323 m² Grundstück,Helles und großzügiges Reiheneckhaus in der Nähe vom Bulmare,Immobilien Schönberger &amp; Wiener GbR,459.000 €
Ottobrunn,145 m²,5 Zi.,500 m² Grundstück,Sanierungsobjekt - Doppelhaushälfte mit Einliegerwohnung in Ottobrunn,Bichlmeier Immobilien,895.000 €
Wallersdorf (Haidlfing),149.93 m²,5 Zi.,375 m² Grundstück,Stilvolles Reiheneckhaus ( KfW 40 Energiesparhaus ) N. Wallersdorf mit 32.000.-- € besonderer Förderung *****,Immobilien Zaglauer &amp; Gegenfurtner,569.000 €
Wallersdorf (Haidlfing),149.88 m²,5 Zi.,342 m² Grundstück,Stilvolles Reiheneckhaus ( KfW 40 Energiesparhaus ) N. Wallersdorf mit 32.000.--€ besonderer Förderung *****,Immobilien Zaglauer &amp; Gegenfurtner,559.000 €
Wallersdorf (Haidlfing),152.8 m²,5 Zi.,196 m² Grundstück,Stilvolles Reihenmittelhaus ( KfW 40 Energiesparhaus ) N. Wallersdorf mit 32.000.-- € besonderer Förderung *****,Immobilien Zaglauer &amp; Gegenfurtner,479.000 €
Feucht (Feucht),121.16 m²,5 Zi.,462 m² Grundstück,Schönes Einfamilienhaus in ruhiger Lage in Feucht,Sparkasse Nürnberg ImmobilienCenter,569.000 €
Rosenheim (Süd),219 m²,6 Zi.,394 m² Grundstück,Modernes Neubauprojekt in Rosenheim - Doppelhaushälfte mit Einliegerwohnung und großem Garten,Alpina Immobilien GmbH,1.585.000 €
Bad Kissingen (Garitz),340 m²,11 Zi.,1200 m² Grundstück,Sonniges 3-Familienhaus für Anleger oder Großfamilie,DÜRING | DÜRING &amp; Kollegen,329.000 €
Schwabhausen (Arnbach),235.4 m²,8 Zi.,677 m² Grundstück,Raumwunder und Familienparadies: Attraktives Einfamilienhaus mit acht Zimmern und großem Südgarten,SIS-Sparkassen-Immobilien-Service GmbH,1.345.000 €
Wolnzach (Wolnzach),240 m²,9 Zi.,1157 m² Grundstück,Es erwartet Sie ein paradiesisches Einfamilienhaus mit Einliegerwohnung für die ganze Familie.,Debeka Bausparkasse AG,1.590.000 €
Kallmünz (Kallmünz),216 m²,8 Zi.,674 m² Grundstück,Wohnen wo andere Urlaub machen! Großes Haus mit Traumgarten in Kallmünz,N&amp;P Immobilien Investment,400.000 €
Hengersberg (Schwarzach),141.08 m²,5 Zi.,370 m² Grundstück,Stilvolle DHH-Neubauten ( KfW 40 Energiesparhaus ) in Hengersberg  *****,Immobilien Zaglauer &amp; Gegenfurtner,529.000 €
Albaching (Albaching),230 m²,6 Zi.,515 m² Grundstück,Flexible Grundrissgestaltung für Nutzung als Ein- oder Zweifamilienhaus,Martina Wesseling Immobilien,880.000 €
Bamberg / Gaustadt (Gaustadt),120 m²,4 Zi.,147 m² Grundstück,Charmantes Einfamilienhaus (Reiheneckhaus) in Gaustadt,Sachwert-Conzept-Immobilien GmbH,339.000 €
Nüdlingen / Haard (Haard),125.73 m²,5.5 Zi.,1182 m² Grundstück,Haus mit großem Garten und Nebengebäude!,VR-Bank Bad Kissingen eG,185.000 €
Klingenberg a. Main (Trennfurt),161 m²,6 Zi.,935 m² Grundstück,Gepflegtes Wohnhaus mit viel Freizeitwert...!,Schneller Immobilien,480.000 €
Ainring (Hammerau),330 m²,13 Zi.,2000 m² Grundstück,Sehr schönes und gepflegtes Mehrfamilienhaus in schöner Lage mit viel Potential in Ainring,PlanetHome Group GmbH,1.500.000 €
Landsberg am Lech (Landsberg),122 m²,4 Zi.,65 m² Grundstück,Neuwertiges Reihenmittelhaus mit Garten &amp; Garage in Landsberg am Lech,KWF-Kanzlei für Wirtschaft und Finanzdienste GmbH,560.000 €
Windach (Windach),158 m²,5 Zi.,707 m² Grundstück,"Einfamilienhaus mit Doppelgarage, Garten &amp; Sauna in Oberwindach",KWF-Kanzlei für Wirtschaft und Finanzdienste GmbH,888.000 €
Gauting (Gauting),145 m²,5 Zi.,621 m² Grundstück,Charmante Doppelhaushälfte mit großzügigem Garten in begehrter Lage,VON POLL IMMOBILIEN Gräfelfing - H &amp; H Real Estate GmbH,1.095.000 €
Schnaittach (Schnaittach),123 m²,4 Zi.,477 m² Grundstück,"Einfamilienhaus in 91220 Schnaittach, Gartenstr.",Argetra GmbH,525.000 €
Altertheim (Unteraltertheim),150 m²,6 Zi.,956 m² Grundstück,Freistehendes Einfamilienhaus mit viel Platz in ruhiger Lage,Inseriert auf 123provisionsfrei.de,380.000 €
Margetshöchheim,106 m²,5 Zi.,217 m² Grundstück,Gestalten Sie Ihr neues Zuhause selbst!,Raiffeisen Immobilien-Dienstleistungs GmbH,155.000 €
München (Thalk.Obersendl.-Forsten-Fürstenr.-Solln),124 m²,5 Zi.,178 m² Grundstück,AIGNER - Familienfreundliches Reihenhaus mit Renovierungsbedarf,Aigner Immobilien GmbH,968.000 €
Lauingen (Donau) (Lauingen),90.2 m²,3.5 Zi.,140 m² Grundstück,"Gut gelegenes, kleines Reiheneckhaus in Lauingen, Bayern",Michael Streil Immobilien,239.000 €
München (Schwabing-Freimann),133 m²,4 Zi.,484 m² Grundstück,Rarität am Englischen Garten: Grundstück mit Altbestand und attraktivem Baurecht,RIEDEL Immobilien GmbH,3.540.000 €
Wiesenttal / Streitberg (Streitberg),381 m²,16 Zi.,886 m² Grundstück,Einfamilien-  PLUS  3-Familienhaus  auf 886 m² Grund im Luftkurort Streitberg,BARTOSCH Immobilien,430.000 €
Furth im Wald (Furth),230 m²,6 Zi.,400 m² Grundstück,Zweifamilienhaus in zentraler Lage,IAD Immobilien Agentur Deutschland GmbH,195.000 €
Zöschingen,186 m²,5 Zi.,763 m² Grundstück,Entschleunigung und hohe Lebensqualität: Großzügiges Einfamilienhaus am Waldrand,Ryan &amp; Ryan Immobilien GbR,430.000 €
Markt Indersdorf (Markt Indersdorf),810 m²,14 Zi.,1025 m² Grundstück,Zwei Wohn- und Geschäftshäuser im Ortskern von Markt Indersdorf zu verkaufen!,Zenker &amp; Günsch Immobilien GbR,2.790.000 €
Eggenfelden (Eggenfelden),269 m²,10 Zi.,689 m² Grundstück,Kapitalanleger aufgepasst!,Garant Immobilien München GmbH,730.000 €
"Taufkirchen (Taufkirchen, Vils)",214 m²,6 Zi.,1084 m² Grundstück,Einfamilienhaus - sofort beziehbar - großes Grundstück &amp; angenehme Wohnlage - Nähe Erding,Garant Immobilien München GmbH,939.000 €
Mettenheim (Mettenheim-Hart),124 m²,5 Zi.,161 m² Grundstück,Einfamilienhaus - sofort beziehbar - sehr gute Anbindung nähe Mühldorf a. Inn,Garant Immobilien München GmbH,645.000 €
Augsburg (Innenstadt),180 m²,6 Zi.,269 m² Grundstück,Exklusiv ausgestattetes (Mehr-)Familienhaus in ruhiger Altstadt-Lage!,Garant Immobilien München GmbH,1.080.000 €
Boos (Reichau),210 m²,8 Zi.,1868 m² Grundstück,Hier wohnen Sie umgeben von Wald und Wiesen - Mehrgenerationenobjekt - alles ist möglich!,GARANT Immobilien AG,799.000 €
Wirsberg (Sessenreuth),133.72 m²,4 Zi.,640 m² Grundstück,KFN-Förderung sichern mit dem energieeffizienten modernen Einfamilienwohnhaus,Allkauf Haus GmbH,347.759 €
Reit im Winkl (Groißenbach),156 m²,5 Zi.,500 m² Grundstück,Ein Doppelhaus der besonderen Art in Reit im Winkl,REGNAUER HAUSBAU GmbH &amp; Co.KG,1.055.000 €
Oberhausen (Oberhausen),160 m²,6 Zi.,752 m² Grundstück,"Der Traum vom Eigenheim! Gepflegtes EFH mit Süd-Terrasse, Pool und Partykeller",Homeday GmbH,598.000 €
Oberasbach (Oberasbach),249.51 m²,8 Zi.,833 m² Grundstück,Freies und renoviertes Einfamilienhaus mit ca. 250 m² Wohnfläche und großem Grundstück in Oberasbach,PlanetHome Group GmbH,799.000 €
Prien am Chiemsee (Prien),190 m²,4 Zi.,750 m² Grundstück,Reserviert: EIN SONNIGES JUWEL MIT PANORAMABLICK,IMMOBILIEN GRÄFIN VON BALLESTREM,1.560.000 €
"Gruberstr. 6, Vilsbiburg (Vilsbiburg)",87 m²,5 Zi.,265 m² Grundstück,Rohbau wartet auf Bauherr,Immobilien Kaletta GmbH,149.000 €
