location,size,rooms,land_area,description,seller,price
Iffezheim,180 m²,5 Zi.,404 m² Grundstück,Geräumiges Einfamilienhaus in ruhiger Lage,Sascha Peter Immobilien,575.000 €
Murrhardt (Murrhardt),117 m²,5 Zi.,230 m² Grundstück,"Familientraum wartet auf stolze Eigentümer, die Ihren Traum jetzt verwirklichen!",Albrecht Immobilien,429.900 €
Wittighausen (Unterwittighausen),162 m²,6 Zi.,1017 m² Grundstück,Für die Familie oder zum Generationenwohnen!,Stark Immobilien,330.000 €
Wittighausen (Unterwittighausen),162 m²,7 Zi.,485 m² Grundstück,"Liebevoll gepflegtes Einfamilienhaus mit viel Platz, Balkon, Garten und Terrasse!",Stark Immobilien,340.000 €
Krauchenwies (Krauchenwies),120 m²,6 Zi.,286 m² Grundstück,Richtig gute alternative zur Eigentumswohnung,Immobilien Reisky,249.000 €
Königseggwald,228.74 m²,7 Zi.,447.03 m² Grundstück,Renoviertes Zweifamilienhaus mit Ausbaupotenzial in ruhiger Lage,McMakler GmbH,450.000 €
Kappelrodeck (Waldulm),144.05 m²,4 Zi.,825 m² Grundstück,Bauplatz + Ausbauhaus in Kappelrodeck für die Verwirklichung Ihres Traums,allkauf haus GmbH,495.000 €
Mannheim (Friedrichsfeld),141 m²,5 Zi.,155 m² Grundstück,*Familienglück mit Garten in zentraler Lage*,Francesco Amato Immobilien Abt. Re/Max Optimal,497.000 €
Weil am Rhein (Weil am Rhein),120 m²,4.5 Zi.,301 m² Grundstück,Komplett sanierte Doppelhaushäfte in der Stadt,Volksbank Dreiländereck eG,549.000 €
Metzingen (Metzingen),190 m²,7 Zi.,1000 m² Grundstück,Garten gefällig? Anschauen lohnt sich!,SE Immobilien - Management GmbH,639.000 €
Lauf,207 m²,7 Zi.,622 m² Grundstück,Wohnen mit Blick ins Grüne!,Frank Lienhard Immobilien GmbH,420.000 €
Schrozberg (Schrozberg),255 m²,12 Zi.,730 m² Grundstück,3 Familien-Wohnhaus - 4 Zimmer EG mit Garten sofort beziehbar,ohne-makler.net - Immobilien selbst vermarkten,465.000 €
Ehningen,240 m²,6 Zi.,375 m² Grundstück,"Ehningen, Karlsbader Straße 32",Kimmerle &amp; Jauch Gesellschaft für  Bauberatung Projektentwicklung Immobilien mbH,790.000 €
Altenriet,159 m²,8 Zi.,539 m² Grundstück,+++ 2-Fam.-Haus mit Scheune und großem Garten +++,Sademach &amp; Bäuerlein Haus- und Grundbesitz GmbH,445.000 €
Bodman-Ludwigshafen (Ludwigshafen),156.25 m²,5 Zi.,538 m² Grundstück,Möchten Sie den Frühling in Ihrem eigenen Zuhause erleben?,Lebensart am Bodensee GmbH,848.000 €
Wurmberg (Wurmberg),141 m²,7 Zi.,650 m² Grundstück,Charmante Doppelhaushälfte mit großem Grundstück in ruhiger Lage zu verkaufen!,Postbank Immobilien GmbH,450.000 €
Korntal-Münchingen (Korntal),168 m²,10 Zi.,552 m² Grundstück,Schöne Doppelhaushälfte mit mehreren Wohneinheiten in Korntal sucht neuen Besitzer!,LYOND Immobilien GmbH,750.000 €
Frickingen (Frickingen),320 m²,10 Zi.,479 m² Grundstück,Attraktives Angebot: MFH mit GE und 3 WE in ruhiger Lage von Frickingen,McMakler GmbH,430.000 €
Linkenheim-Hochstetten (Linkenheim),120 m²,6 Zi.,250 m² Grundstück,KERNSANIERT IN ZENTRALER LAGE,BETTERHOMES Deutschland GmbH,495.000 €
Oberkirch (Oberkirch),154 m²,6 Zi.,192 m² Grundstück,DIE AUSSICHT IHRES LEBENS,BETTERHOMES Deutschland GmbH,469.000 €
Häusern,285 m²,15 Zi.,1391 m² Grundstück,Leben im Schwarzwald - Haus für die Familie mit der Option zur Vermietung,Wüstenrot Immobilien,495.000 €
Spaichingen,190 m²,7 Zi.,579 m² Grundstück,Provisionsfrei!!! Wunderschönes Bungalow mit Doppelgarage und Einliegerwohnung in Top-Lage,Privater Anbieter,520.000 €
Ditzingen (Hirschlanden),186.92 m²,6 Zi.,382 m² Grundstück,Viel Platz und Privatsphäre in Bungalow mit Einliegerwohnung und schönem Garten von privat,ohne-makler.net - Immobilien selbst vermarkten,990.000 €
St. Johann-Lonsingen (Lonsingen),160 m²,5 Zi.,535 m² Grundstück,EINZIEHEN UND WOHLFÜHLEN - Wohnträume werden wahr!!!,Wüstenrot Immobilien Verkaufsleitung Marc Bäuerle,498.000 €
Lenningen / Schopfloch (Schopfloch),137.48 m²,3 Zi.,1153 m² Grundstück,Bauernhaus mit Scheune und Platz zur Pferdehaltung in Schopfloch,ImmoIndex Immobilien GmbH,379.000 €
Hohentengen (Lienheim),144 m²,7 Zi.,420 m² Grundstück,Das passende Haus für Handwerker mit 144 m² Wohnfläche und 420 m² Grundstück in Lienheim,Serio-Hofmann GmbH,349.000 €
Osterburken (Schlierstadt),174 m²,6 Zi.,924 m² Grundstück,Modernes freistehendes Einfamilienhaus in schöner Aussichtslage - Niedrigenergiehaus!,Neckartal Immobilien GmbH,475.000 €
Donzdorf (Donzdorf),100.09 m²,4 Zi.,750.09 m² Grundstück,Kernsanierung oder Neubau: Historischer Bauernhof auf großzügigem Grundstück am Schloßgarten,McMakler GmbH,419.000 €
Langenau (Langenau),400 m²,10 Zi.,2227 m² Grundstück,"Vielseitiges Objekt, bestehend aus einem Büro-Wohnhaus, einer Reithalle und zusätzlichen Lagerräumen",IAD Immobilien Agentur Deutschland GmbH,1.490.000 €
Aichstetten (Aichstetten),187.63 m²,5 Zi.,500 m² Grundstück,"Einfamilienhaus mit WP und PV Anlage, Küche inkl. Baugrundstück",allkauf haus GmbH,505.710 €
Waldshut-Tiengen (Tiengen),119 m²,4 Zi.,950 m² Grundstück,Die perfekte Wohlfühloase - Modernes Einfamilienhaus von Schwabenhaus,Schwabenhaus GmbH &amp; Co. KG SchwabenhausWaldshutTiengen Silvia Busch,523.960 €
Bruchsal / Heidelsheim (Heidelsheim),138.86 m²,6 Zi.,561 m² Grundstück,"Bauernhaus mit Garage, Scheune und Stallungen in Heidelsheim Kreis Bruchsal sucht neuen Eigentümer",Hust Immobilien GmbH &amp;Co.KG,289.000 €
Simonswald,240 m²,8 Zi.,553 m² Grundstück,+++Freistehendes Zweifamilienhaus mit Altbaucharme - KP ist VHB!!! +++,Südbau Vermögensmanagement Immobilien,595.000 €
"Öhrlenstraße 9, Baltmannsweiler / Hohengehren (Hohengehren)",231 m²,10 Zi.,406 m² Grundstück,Auf der Hochfläche des Schurwaldes! Freistehendes Mehrfamilienhaus in Randlage von Baltmannsweiler,TOLIAS Immobilien GmbH,525.000 €
Königsfeld im Schwarzwald (Neuhausen),129 m²,5 Zi.,670 m² Grundstück,Effizientes und modernes Wohnen im FingerHaus | 5 Zimmer | EBK | Terrasse | Garten | Doppelgarage,LACH.IMMO GmbH,599.000 €
Albstadt (Tailfingen),90 m²,4 Zi.,500 m² Grundstück,Hier wartet Ihr Traumhaus auf Sie - in Albstadt,Privater Anbieter,390.000 €
Hüttlingen (Hüttlingen),220 m²,6 Zi.,1258 m² Grundstück,Doppeltes Glück! Wohnen und Arbeiten in einem!,GARANT Immobilien AG,850.000 €
Karlsruhe (Südstadt),272 m²,11 Zi.,144 m² Grundstück,Saniertes Kulturdenkmal zwischen City und HBF,Garant Immobilien Karlsruhe GmbH &amp; Co.KG,1.290.000 €
Ötisheim (Ötisheim),277 m²,11 Zi.,1488 m² Grundstück,**Reiheneckhaus + Reihenmittelhaus*Lieblingsplatz für JEDEN vorhanden* Familien - aufgepasst*,Garant Immobilien Karlsruhe GmbH &amp; Co.KG,690.000 €
Dürmentingen (Dürmentingen),157 m²,5 Zi.,925 m² Grundstück,Großzügiges Wohnhaus in traumhafter Ortsrandlage mit Weitblick,Sparkasse-Immobilien BC GmbH,418.000 €
Stuttgart (Vaihingen),118 m²,6 Zi.,444 m² Grundstück,Zweifamilienhaus mit großem Eckgrundstück,Vereinigte Volksbanken eG,898.000 €
Neuenbürg (Arnbach),217.41 m²,8 Zi.,763 m² Grundstück,IHR Sprung in einen neuen WohnWert.....,WohnWert Immobilien,748.000 €
Reutlingen (Innenstadt),210 m²,7 Zi.,92 m² Grundstück,Ensemble im Herzen der historischen Altstadt,VON POLL IMMOBILIEN Reutlingen - KONO GmbH,465.000 €
Weingarten,759 m²,28 Zi.,692 m² Grundstück,Nachhaltiges Investment - 2 Mehrfamilienhäuser in Weingarten /Oberstadt,Prokschi Immobilien GmbH,2.650.000 €
Karlsruhe (Rüppurr),255 m²,9 Zi.,601 m² Grundstück,"***KA-Rüppurr- großes 1-3 Familienhaus im Märchenring mit Potential, ca. 255 qm Wfl.***",S&amp;R Wirtschaftsberatung GmbH,895.000 €
Karlsruhe (Waldstadt),118 m²,5 Zi.,315 m² Grundstück,Begehrtes Reihenendhaus mit Garage,S-ImmoCenter GmbH,535.000 €
Bühl (Neusatz),237 m²,8 Zi.,383 m² Grundstück,Mehrgenerationenhaus in Form einer Doppelhaushälfte mit ELW und herrlichem Fernblick in Neusatz. Ca. 237 m² Wohnfl. Pool. Garage. Terrasse. Balkon.,NORD SÜD GRUND Immobilien GmbH,650.000 €
Rheinhausen (Oberhausen),135 m²,5 Zi.,723 m² Grundstück,+++ freistehendes Einfamilienhaus mit Altbauflair +++,Südbau Vermögensmanagement Immobilien,425.000 €
Tettnang (Tettnang),200 m²,8 Zi.,637 m² Grundstück,Einfamilienhaus mit Einliegerwohnung in herrlicher Aussichtslage von Tettnang,BAUR Immobilien GmbH,749.000 €
Kuppenheim (Kuppenheim),185 m²,5 Zi.,486 m² Grundstück,Zweifamilienhaus / Bj. 2019 /  KfW 55-Standart  ,Favorit Immobilien Verkauf &amp; Verwaltung GmbH,620.000 €
Mengen (Mengen),135 m²,7 Zi.,611 m² Grundstück,Für die Familie!,Hohenzollerische Landesbank Kreissparkasse Sigmaringen,289.000 €
"Trottenweg 22, Küssaberg (Kadelburg)",221 m²,11 Zi.,825 m² Grundstück,Top saniertes 3-Familien-Haus in Küssaberg,Gewerblicher Anbieter,905.000 €
Sindelfingen (Mitte),180 m²,8 Zi.,616 m² Grundstück,"Im Schleicher: 3 Wohnungen, 2 Garagen, 1 Haus direkt am Waldrand ",Schäfer EVRE GmbH &amp; Co. KG,899.000 €
Ludwigsburg (Hoheneck),199 m²,9 Zi.,222 m² Grundstück,Tolles 3-Familienhaus in bester Lage ,Schäfer EVRE GmbH &amp; Co. KG,829.000 €
Stuttgart (Riedenberg),127 m²,6 Zi.,227 m² Grundstück,Seltene Gelegenheit - Sehr gepflegter Atrium-Bungalow in gefragter und ruhiger Lage,Kinkel Immobilien e.K.,789.000 €
Hohentengen (Ortsbereich),150 m²,6.5 Zi.,678 m² Grundstück,Familienleben in ruhiger Lage,Hohenzollerische Landesbank Kreissparkasse Sigmaringen,320.000 €
"Heerstraße 45, Metzingen , Württ (Metzingen)",150 m²,6 Zi.,1173 m² Grundstück,Wunderschöner Altbau mit großem Garten!,GEORG KERMANIDIS IMMOBILIEN e.Kfm.,1.290.000 €
Fichtenau (Matzenbach),95.74 m²,5 Zi.,196 m² Grundstück,Kleines Haus - macht was draus!,TWE-Immobilien Thomas Erthle e. K.,139.000 €
Illerkirchberg (Oberkirchberg),105 m²,3 Zi.,321 m² Grundstück,***Bungalow in sehr guter Lage von Illerkirchberg!***,Postbank Immobilien Neu-Ulm,445.000 €
Hüttlingen (Hüttlingen),235.29 m²,9 Zi.,656 m² Grundstück,Kapitalanlage &amp; Selbstnutzung! Be Smart! Saniertes 3-Parteien Haus. 2012 Kernsaniert!,T&amp;T Immobilien GmbH - Partner der Königskinder Immobilien,699.000 €
Sandhausen,150 m²,4 Zi.,172 m² Grundstück,Reihenhaus mit Garten in Sandhausen,VON POLL IMMOBILIEN Mannheim - Barbara Busch,525.000 €
Biberach an der Riß (Biberach),84 m²,5.5 Zi.,529 m² Grundstück,"Ansprechendes Einfamilienwohnhaus mit viel Platz für Handwerken, Partyraum, etc.!",Hahn + Keller Immobilien GmbH,485.000 €
Bad Wildbad / Calmbach (Calmbach),80 m²,2 Zi.,456 m² Grundstück,Tolle Lage an der kleinen Enz! - Reihenendhaus mit Renovierungsbedarf,Schürrer - Fleischer Immobilien GmbH &amp; Co. KG,195.000 €
Pliezhausen (Pliezhausen),135 m²,4 Zi.,572 m² Grundstück,Einfamilienhaus mit sonnigem Garten + opt. Baugrundstück/-en,VON POLL IMMOBILIEN Reutlingen - KONO GmbH,567.000 €
Heubach / Buch (Buch),250 m²,9 Zi.,3029 m² Grundstück,Großes Zweifamilienhaus - Pferdehof mit Hallen und Ausbaureserve!,IAD Immobilien Agentur Deutschland GmbH,880.000 €
Tannheim (Tannheim),270 m²,17 Zi.,1000 m² Grundstück,Machen sie was draus! Ehemaliges Bahnhofsgebäude mit Anbauten und großem Grundstück!,IAD Immobilien Agentur Deutschland GmbH,320.000 €
Weinheim (Weinheim),105.06 m²,5 Zi.,123 m² Grundstück,"Ein kleines und gemütliches Häuschen, Weinheim Citytrandlage",Kühnert Immobilien Kontor,365.000 €
Oberderdingen / Flehingen (Flehingen),250 m²,8 Zi.,900 m² Grundstück,"Vielversprechendes, teilsaniertes Haus mit Charme auf einem Grundstück mit Potenzial",Königskinder Immobilien GmbH,479.000 €
Schwendi (Bußmannshausen),81 m²,4 Zi.,807 m² Grundstück,Frei stehendes Einfamilienwohnhaus mit Ausbaupotenzial zum Zwei-Familienwohnhaus!,Hahn + Keller Immobilien GmbH,349.000 €
Urbach (Urbach),152 m²,8 Zi.,590 m² Grundstück,TOP LAGE++Großzügiges und ruhig gelegenes Einfamilienhaus++,NAFI Immobilien GmbH &amp; Co. KG,520.000 €
Ravenstein / Merchingen (Merchingen),233 m²,9 Zi.,601 m² Grundstück,Einfamilienhaus für den Handwerker!,Rheintal Immobilien GmbH,233.000 €
Ühlingen-Birkendorf (Hürrlingen),280 m²,9 Zi.,1057 m² Grundstück,Endlich Platz! Ehemaliges Bauernhaus - Mehrgenerationenhaus,BC Immo,355.000 €
"Blöhsteinstraße 21, Bodelshausen",150 m²,7 Zi.,453 m² Grundstück,"Energieeffizientes Ein-oder Zweifamilienhaus mit Einliegerwohnung, von Privat",ohne-makler.net - Immobilien selbst vermarkten,595.000 €
Ballrechten-Dottingen (Dottingen),346 m²,8 Zi.,1308 m² Grundstück,Historisches Haus mitten im Ort,regiomakler GmbH,890.000 €
Mötzingen,1 m²,5 Zi.,1167 m² Grundstück,++ Ehem. Hofstelle mit Scheune und Garage ++,AZ Agentur für Zwangsversteigerungsinformationen GmbH,450.000 €
Stuttgart / Schönberg (Schönberg),245 m²,9 Zi.,1096 m² Grundstück,Einfamilienhaus auf Traumgrundstück in Süd-Aussichtslage,Lechler Immobilien-Management GmbH &amp; Co.KG,1.980.000 €
Neuhausen ob Eck (Neuhausen),176 m²,4.5 Zi.,638 m² Grundstück,Jung und attraktiv!,GSW Gesellschaft für Siedlungs-und Wohnungsbau Baden-Württ. mbH,629.000 €
Bad Wurzach (Arnach),195 m²,10 Zi.,1381 m² Grundstück,Modernisiertes Wohn- und Geschäftshaus: Ehemalige Gaststätte mit 2 Wohnungen in Bad Wurzach-Arnach!,IVG Vertriebs-Aktiengesellschaft,669.000 €
Baden-Baden (Innenstadt),275 m²,12 Zi.,472 m² Grundstück,Charmantes und attraktives Haus in Top Lage,VON POLL IMMOBILIEN Baden-Baden - Rainer Harter,1.150.000 €
Gammertingen (Gammertingen),135 m²,7 Zi.,897 m² Grundstück,Doppelhaushälfte in zentraler Lage mit Garten,Volksbank Hohenzollern-Balingen eG        Immobilienabteilung,229.000 €
Tübingen / Pfrondorf (Pfrondorf),160.79 m²,6 Zi.,322 m² Grundstück,Klasse Anlage- oder Generationenobjekt,RE/MAX IMMOBILIEN GALERIE  |  BVS Immobilien GmbH,725.000 €
Heilbronn (Kirchhausen),120 m²,6 Zi.,1132 m² Grundstück,Kleines Häuschen auf riesigem Grundstück,Wüstenrot Immobilien Thomas Sinn &amp; Kollegen,395.000 €
Oppenweiler (Reichenberg),260 m²,9 Zi.,678 m² Grundstück,freistehendes EFH mit ELW in bester Lage mit großem Grundstück,HEINZ Immobilien,725.000 €
Böttingen,172 m²,8.5 Zi.,1028 m² Grundstück,Einfamilienhaus mit zwei Garagen und großem Grundstück,Baubüro JUNG GmbH,365.000 €
Mönsheim,103 m²,4 Zi.,482 m² Grundstück,Ein- oder Zweifamilienhaus mit Garage in absoluter ruhiger Lage von Mönsheim sucht Heimwerker,Bannasch Immobilien,349.000 €
Karlsbad (Auerbach),224 m²,9 Zi.,522 m² Grundstück,Kapitalanleger aufgepasst: MFH mit einzeln vermieteten Zimmern und weiterem Umsatzpotential,Neubauer Immobilien GmbH,695.000 €
Dettingen An Der Erms,128.52 m²,6 Zi.,559 m² Grundstück,Die Gelegenheit - Platz für die ganz Familie Im Bieterverfahren - Dieser Preis ist heiß...,Schürrer - Fleischer Immobilien GmbH &amp; Co. KG,449.000 €
Herbrechtingen (Herbrechtingen),133 m²,6 Zi.,724 m² Grundstück,Wohnen in Herbrechtingen,Kreissparkasse Heidenheim  Immobiliencenter,279.000 €
"Schäfergasse 28, Crailsheim (Goldbach)",110 m²,5 Zi.,622 m² Grundstück,Crailsheim-Randlage Gepflegtes 1-Familienhaus mit großem Garten zum Kauf,AWH-Immobilen-GmbH,369.000 €
"Tischbeinstraße 24, Heidelberg (Handschuhsheim)",168 m²,6 Zi.,400 m² Grundstück,"Traumhaftes REH mit 168qm WF und 400qm GS, inkl. Garten + Balkon, Garage, hochwertig kernsaniert",Heidelberger Wohnen GmbH,1.399.000 €
Bruchsal (Bruchsal),149.71 m²,9 Zi.,1055 m² Grundstück,Modernes Wohnen und Arbeiten im Technologie- und Ökologiedorf,Schürrer - Fleischer Immobilien GmbH &amp; Co. KG,919.000 €
"Emmigstraße 19, Krauchenwies (Ablach)",153 m²,6 Zi.,780 m² Grundstück,"Ruhige Lage, hohe Räume, Platz für die ganze Familie, schöner Garten, sehr große Garagen. ",Luiz-Immobilien,239.000 €
Schwörstadt (Schwörstadt),125 m²,4.5 Zi.,1098 m² Grundstück,Einfamilienhaus in schöner Ortsrandlage von Schwörstadt,Hartig &amp; Kollegen Immobilien,495.000 €
Müllheim (Müllheim),126 m²,5.5 Zi.,307 m² Grundstück,Moderne Doppelhaushälfte in ruhiger Lage in Müllheim,Bien-Zenker GmbH,760.000 €
Titisee-Neustadt (Neustadt),205 m²,7 Zi.,1373 m² Grundstück,1-2-Familienhaus in schöner Aussichtslage,Baum Immobilien,395.000 €
Künzelsau (Künzelsau),200 m²,9 Zi.,385 m² Grundstück,Spielparadies für Kinder - Erholung für die Eltern - mit ELW!!!,ImmoSky Deutschland GmbH,569.000 €
Teningen (Teningen),166 m²,8 Zi.,700 m² Grundstück,Lieben Sie Fachwerk? Einzigartiges Haus im Herzen von Teningen,Volksbank Breisgau Nord eG Immobilienabteilung,648.000 €
Oberstenfeld (Oberstenfeld),151 m²,5.5 Zi.,637 m² Grundstück,Familien aufgepasst: Freistehendes Einfamilienhaus mit großem Garten und Ausbaupotential,Leutenecker Immobilien GmbH,695.000 €
Wertheim (Waldenhausen),181 m²,6 Zi.,728 m² Grundstück,Herrliche Randlage in Wertheim-Waldenhausen,Vogel Immobilien,485.000 €
Weil im Schönbuch (Weil im Schönbuch),251 m²,7 Zi.,1035 m² Grundstück,Wohntraum für Garten- und Naturliebhaber im Dornröschenschlaf!,HdB Haus der Berater GmbH,830.000 €
Weissach im Tal (Bruch),112 m²,4 Zi.,917 m² Grundstück,Für Handwerker und Naturliebhaber auf über 900 qm Grund!,GARANT Immobilien AG,360.000 €
Eggingen,316 m²,9 Zi.,400 m² Grundstück,** Freistehendes Mehrfamilienhaus **,Garant Immobilien GmbH,560.000 €
Karlsruhe (Mühlburg),370 m²,13 Zi.,409 m² Grundstück,Kernsaniertes 3-Familien-Doppelhaus in bester Lage!,Garant Immobilien Karlsruhe GmbH &amp; Co.KG,3.000.000 €
Kippenheim (Kippenheim),154 m²,4 Zi.,224 m² Grundstück,Freistehendes EFH mit großer Terrasse und kleinem Vorgarten,Garant Immobilien Karlsruhe GmbH &amp; Co.KG,449.000 €
Crailsheim (Jagstheim),232 m²,8.5 Zi.,3393 m² Grundstück,Traumhaftes Einfamilienhaus in unverbaubarer Aussichtslage,VR Bank Heilbronn Schwäbisch Hall eG,950.000 €
Ötisheim (Ötisheim),116 m²,8 Zi.,199 m² Grundstück,Märchenhaftes Fachwerkhaus sucht Königskinder,Schürrer - Fleischer Immobilien GmbH &amp; Co. KG,682.000 €
Heddesheim,240 m²,7 Zi.,770 m² Grundstück,Eigeninitiative ist gefragt! Sanierungsbedürftiges Einfamilienhaus in ruhiger zentraler Lage!,ImmoNetzwerk GmbH,640.000 €
Mühlacker (Mühlacker),207.81 m²,11 Zi.,1285 m² Grundstück,Wohnkomfort in ruhiger Lage: großzügiger Bungalow mit 4 Garagenstellplätzen und traumhaftem Garten.,Jurende Immobilien GmbH,768.000 €
"Salzstraße 20, Bad Friedrichsahall (Kochendorf)",383 m²,13 Zi.,586 m² Grundstück,"Schönes MFH, mit 4 Wohnungen,  383qm, inkl. Balkon, Keller, Garage, Stellplatz und 586 qm GS",Heidelberger Wohnen GmbH,1.149.000 €
"Ferdinand Weiß Straße 34, Freiburg (Stühlinger)",304 m²,12 Zi.,252 m² Grundstück,Mehrfamilienhaus mit 4 Wohnungen - Saniert mit erhaltenem Altbaustil in top Stühlinger Lage,Sauer Wohnbau GmbH &amp; Sauer Immobilien GmbH,1.900.000 €
Sauldorf (Wasser),139 m²,5 Zi.,584 m² Grundstück,"Neuwertiges, traumhaftes Einfamilienhaus in ruhiger Lage in Sauldorf !",ReWa Immobilien GmbH,499.000 €
"Wiesenstrasse 3, Malsch",147 m²,5 Zi.,239 m² Grundstück,Toller Neubau zu besonderen Konditionen!,SNI Immobilien,499.000 €
Renningen Malmsheim (Malmsheim),138 m²,7 Zi.,456 m² Grundstück,Einfamilienhaus mit Ausbaureserve im Dachgeschoss,VON POLL IMMOBILIEN Böblingen - Sessler Immobilien GmbH,648.000 €
Esslingen am Neckar / Berkheim (Berkheim),90.2 m²,5 Zi.,158 m² Grundstück,"Liebevoll renoviertes Reihenhaus mit 5 Zimmer, 2 Bäder, Terrasse, Balkon &amp; gemütlichem Garten",Königskinder Immobilien GmbH,485.000 €
Weilheim an der Teck (Weilheim),309.49 m²,9 Zi.,331 m² Grundstück,Einmalig saniertes Mehrfamilienhaus in Toplage,REMAX Stuttgart // RWM - Full Service Makler GmbH,650.000 €
Ulm (Weststadt),1277 m²,20 Zi.,1243 m² Grundstück,Über 4% Rendite! Vollvermietetes Wohn- und Geschäftshaus im Zentrum der Ulmer Weststadt,Finanzhaus Mayer GmbH,2.500.000 €
Berglen (Oppelsbohm),185 m²,5 Zi.,418 m² Grundstück,Renovierungsbedürftiges Einfamilienhaus,ASPA Immobilien GmbH,530.000 €
Winterbach (Winterbach),158.81 m²,7 Zi.,456.05 m² Grundstück,Zweifamilienhaus im Grünen mit Garten und 2 Garagen,McMakler GmbH,580.000 €
Kirchhausen (Kirchhausen),160 m²,8 Zi.,421 m² Grundstück,Charmantes Zweifamilienhaus mit Ausbaureserve in ruhiger Wohnlage,VON POLL IMMOBILIEN Heilbronn - Mario Roider,555.000 €
Durmersheim (Würmersheim),206.81 m²,10 Zi.,403 m² Grundstück,Zweifamilienhaus mit weiterer Ausbaureserve im Dachgeschoss,Sparkasse Rastatt-Gernsbach,450.000 €
Rottweil (Rottweil),497 m²,17 Zi.,806 m² Grundstück,Gut vermietetes 6-Familienhaus in attraktiver Lage in Rottweil,Volksbank Rottweil eG,1.350.000 €
Stuttgart (Kaltental),140 m²,6 Zi.,189 m² Grundstück,Familienfreundliches Domizil im Grünen,Stuttgart Immobilien Kontor GmbH -  ENGEL &amp; VÖLKERS Stuttgart,659.000 €
Ravensburg (Weststadt),860.77 m²,37 Zi.,1823 m² Grundstück,Investment mit Potential: 15-Familienhaus mit möglichem Baugrundstück in Ravensburg-West,Prokschi Immobilien GmbH,2.950.000 €
Mühlingen (Mühlingen),143 m²,4 Zi.,700 m² Grundstück,PREISREDUKTION! Barrierearmes Wohnen am Bodensee - 2017 errichteter Bungalow,McMakler GmbH,520.000 €
Tübingen (Waldhäuser-Ost),224 m²,8 Zi.,393 m² Grundstück,"Tübingen: Wohnen in Waldrandlage Großzügiges Einfamilienhaus mit Wintergarten, Garten und separater Einliegerwohnung",HomeCompany Tübingen,1.100.000 €
Bühlertal,204 m²,6.5 Zi.,475 m² Grundstück,Charmantes und großzügiges Zweifamilienhaus. Erdgeschoss fest vermietet.,ImmobilienCenter                            der Sparkasse Bühl,520.000 €
Steinhausen an der Rottum (Englisweiler),148 m²,5 Zi.,575 m² Grundstück,Einfamilienhaus mit WP und PV Anlage inkl. Baugrundstück,allkauf haus GmbH,451.490 €
Mannheim (Luzenberg),517 m²,19 Zi.,329 m² Grundstück,+++ MA.-LUZENBERG / MFH / GROßER HOFBEREICH / BALKON / KELLER +++,"Berg Immobilien, Inh. Samed Büyükcorak",1.280.000 €
Laufenburg (Baden) (Binzgen),125 m²,4.5 Zi.,634 m² Grundstück,Modernes EFH in ruhiger Lage in Binzgen,Bien-Zenker GmbH,610.000 €
Laufenburg (Baden) (Binzgen),145 m²,4.5 Zi.,634 m² Grundstück,Energieeffizienzhaus 40 NH auf Keller,Bien-Zenker GmbH,766.000 €
Laufenburg (Baden) (Binzgen),168 m²,4.5 Zi.,600 m² Grundstück,Energieeffizienzhaus 55 auf Bodenplatte,Bien-Zenker GmbH,499.000 €
"Im Stäudler 23, Steißlingen",121.93 m²,5 Zi.,331.46 m² Grundstück,Neubau: Einfamilienhaus mit traumhaftem Fernblick,Team HAUS GmbH,790.000 €
Owingen (Owingen),153 m²,4.5 Zi.,296 m² Grundstück,Energieautark Wohnen - Kosten sparen und Klima schützen,Carina Wolf Immobilien Wohnen Leben,550.000 €
Sindelfingen (Maichingen),218 m²,8 Zi.,354 m² Grundstück,High Potential in der Landhaussiedlung. Einfamilienhaus mit Einliegerwohnung,PlanetHome Group GmbH,1.190.000 €
Heitersheim (Heitersheim),357 m²,9 Zi.,1001 m² Grundstück,Stadthaus mit vielen Möglichkeiten!,"RE/MAX Lörrach, Müllheim, Freiburg",1.295.000 €
Stuttgart (Ost),547.08 m²,21 Zi.,1315 m² Grundstück,++ Repräsentatives Wohn- und Geschäftshaus mit Entwicklungspotenzial ++,Sademach &amp; Bäuerlein Haus- und Grundbesitz GmbH,5.750.000 €
Stuttgart (Riedenberg),230 m²,8.5 Zi.,621 m² Grundstück,Großzügiges Wohnen in exklusiver Lage ,Stuttgart Immobilien Kontor GmbH -  ENGEL &amp; VÖLKERS Stuttgart,1.890.000 €
Rielasingen-Worblingen (Rielasingen),111.23 m²,5 Zi.,164 m² Grundstück,Einziehen und Wohlfühlen Bezahlbare Doppelhaushälfte in sehr gepflegten Zustand Rielasingen,FRAU SCHRÖDL. Immobilien &amp; Beratungen,445.000 €
Waiblingen (Hegnach),123 m²,5 Zi.,947 m² Grundstück,Seltenheit mit Panorama Ausblick - Einfamilienhaus in WN -Hegnach,Postbank Immobilien GmbH Rems-Murr-Kreis,497.000 €
Ketsch,154 m²,6 Zi.,519 m² Grundstück,"Renovierungsbedürftiges, freistehendes EFH mit Garage und Garten in Ketsch",Immo - Trademobile GmbH,585.000 €
Neuenburg (Neuenburg),187 m²,6 Zi.,683 m² Grundstück,Ein-/Zweifamilienhaus in Neuenburg,Postbank Immobilien GmbH Freiburg-Sued,750.000 €
Denzlingen,144 m²,5 Zi.,175 m² Grundstück,Reihenhaus in Passivbauweise - als Wohnungseigentum - in toller Lage für Familien.,Baden-Württembergische Bank,699.000 €
